model_name,model_slug,task_slug,category,score,eval_date
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,state-machine-password-proc-learning,proc-learning,0.6765,2026-04-13T17:54:11.110153Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,10000,unknown,0.0,2026-04-15T15:06:57.006554Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,serial-chain-reconstruction-assoc-learning,assoc-learning,0.3,2026-04-15T15:36:11.608939Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,pelvan-agreement-lang-learning,lang-learning,0.25,2026-04-16T04:15:16.301349Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,kophar-quantity-lang-learning,lang-learning,0.914286,2026-04-16T04:12:28.378318Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,mixed-radix-number-lang-learning,lang-learning,0.0,2026-04-16T04:20:39.795109Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,skolvren-polysynthetic-lang-learning,lang-learning,0.0,2026-04-16T07:12:49.073315Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,grammar-induction-proc-learning,proc-learning,0.0,2026-04-16T09:01:02.82154Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,boolean-circuit-proc-learning,proc-learning,0.254,2026-04-16T08:54:23.682776Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,voting-protocol-proc-learning,proc-learning,0.89,2026-04-16T09:11:07.024425Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,lights-out-variant-proc-learning,proc-learning,0.558,2026-04-16T10:01:42.757247Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,dralven-tone-sandhi-lang-learning,lang-learning,0.45,2026-04-16T09:06:48.056566Z
Qwen 3 Next 80B Thinking,qwen3-next-80b-a3b-thinking,strevoklan-neg-lang-learning,lang-learning,0.29,2026-04-16T08:56:56.764295Z
Claude Opus 4.6,claude-opus-4-6-default,spurious-hue-true-edge-assoc-learning,assoc-learning,0.0,2026-04-09T11:26:34.831409Z
Claude Opus 4.6,claude-opus-4-6-default,inhibitory-summation-assoc-learning,assoc-learning,0.5,2026-04-09T11:28:51.263374Z
Claude Opus 4.6,claude-opus-4-6-default,latent-cross-binding-assoc-learning,assoc-learning,0.5,2026-04-04T10:30:30.731043Z
Claude Opus 4.6,claude-opus-4-6-default,latent-set-binding-assoc-learning,assoc-learning,1.0,2026-04-04T11:59:29.034809Z
Claude Opus 4.6,claude-opus-4-6-default,latent-set-variant-assoc-learning,assoc-learning,1.0,2026-04-04T11:59:36.196506Z
Claude Opus 4.6,claude-opus-4-6-default,learned-irrelevance-assoc-learning,assoc-learning,0.875,2026-04-04T11:11:08.111787Z
Claude Opus 4.6,claude-opus-4-6-default,10001,unknown,0.625,2026-04-15T14:05:07.253487Z
Claude Opus 4.6,claude-opus-4-6-default,counterfactual-sequence-rewrite-assoc-learning,assoc-learning,0.142857,2026-04-10T11:24:16.26198Z
Claude Opus 4.6,claude-opus-4-6-default,10002,unknown,0.625,2026-04-04T17:32:13.233114Z
Claude Opus 4.6,claude-opus-4-6-default,xor-attribute-binding-assoc-learning,assoc-learning,0.666667,2026-04-04T18:54:37.282237Z
Claude Opus 4.6,claude-opus-4-6-default,blocking-effect-assoc-learning,assoc-learning,1.0,2026-04-04T19:50:42.557553Z
Claude Opus 4.6,claude-opus-4-6-default,temporal-pairing-tnr-assoc-learning,assoc-learning,1.0,2026-04-04T20:07:07.11048Z
Claude Opus 4.6,claude-opus-4-6-default,second-order-extinction-assoc-learning,assoc-learning,1.0,2026-04-04T21:16:32.191157Z
Claude Opus 4.6,claude-opus-4-6-default,retrospective-revaluation-assoc-learning,assoc-learning,0.714286,2026-04-04T21:37:48.059837Z
Claude Opus 4.6,claude-opus-4-6-default,occasion-setting-assoc-learning,assoc-learning,1.0,2026-04-04T22:19:27.911985Z
Claude Opus 4.6,claude-opus-4-6-default,temporal-pairing-kmp-assoc-learning,assoc-learning,0.5,2026-04-15T14:23:31.145911Z
Claude Opus 4.6,claude-opus-4-6-default,overexpectation-assoc-learning,assoc-learning,0.25,2026-04-10T11:23:46.527127Z
Claude Opus 4.6,claude-opus-4-6-default,sensory-preconditioning-assoc-learning,assoc-learning,0.375,2026-04-10T11:22:43.867275Z
Claude Opus 4.6,claude-opus-4-6-default,digit-cipher-concept-learning,concept-learning,0.4,2026-04-10T14:37:39.65738Z
Claude Opus 4.6,claude-opus-4-6-default,disjunctive-noise-concept-learning,concept-learning,0.4,2026-04-10T13:32:49.12076Z
Claude Opus 4.6,claude-opus-4-6-default,dual-recurrence-concept-learning,concept-learning,0.4,2026-04-09T16:56:10.601125Z
Claude Opus 4.6,claude-opus-4-6-default,encoded-triple-concept-learning,concept-learning,0.4,2026-04-10T13:56:17.775663Z
Claude Opus 4.6,claude-opus-4-6-default,nested-logic-concept-learning,concept-learning,0.52,2026-04-10T13:29:22.759Z
Claude Opus 4.6,claude-opus-4-6-default,positional-encode-concept-learning,concept-learning,0.1,2026-04-10T14:34:17.701419Z
Claude Opus 4.6,claude-opus-4-6-default,layered-transform-concept-learning,concept-learning,0.0,2026-04-12T00:33:44.675192Z
Claude Opus 4.6,claude-opus-4-6-default,consonant-clusters-concept-learning,concept-learning,0.0,2026-04-12T01:16:51.643113Z
Claude Opus 4.6,claude-opus-4-6-default,modular-subsequence-concept-learning,concept-learning,0.1,2026-04-12T01:18:45.490135Z
Claude Opus 4.6,claude-opus-4-6-default,semantic-override-concept-learning,concept-learning,0.75,2026-04-15T14:20:27.99323Z
Claude Opus 4.6,claude-opus-4-6-default,positional-mapping-concept-learning,concept-learning,0.4,2026-04-10T14:01:36.195011Z
Claude Opus 4.6,claude-opus-4-6-default,relational-pairs-concept-learning,concept-learning,0.4,2026-04-10T13:25:52.318034Z
Claude Opus 4.6,claude-opus-4-6-default,state-machine-concept-learning,concept-learning,0.4,2026-04-10T13:26:07.898697Z
Claude Opus 4.6,claude-opus-4-6-default,triple-parity-concept-learning,concept-learning,0.2,2026-04-10T13:27:38.58737Z
Claude Opus 4.6,claude-opus-4-6-default,vowel-rotation-concept-learning,concept-learning,0.0,2026-04-10T15:25:29.943841Z
Claude Opus 4.6,claude-opus-4-6-default,violation-counter-concept-learning,concept-learning,0.2,2026-04-10T13:36:41.692479Z
Claude Opus 4.6,claude-opus-4-6-default,interleave-reverse-concept-learning,concept-learning,0.0,2026-04-10T14:49:28.62165Z
Claude Opus 4.6,claude-opus-4-6-default,grid-transform-concept-learning,concept-learning,0.0,2026-04-10T14:53:22.056535Z
Claude Opus 4.6,claude-opus-4-6-default,agglutinative-morphology-obs-learning,obs-learning,0.5,2026-04-16T00:05:57.348466Z
Claude Opus 4.6,claude-opus-4-6-default,affine-transform-chain-obs-learning,obs-learning,0.75,2026-04-12T11:37:05.760736Z
Claude Opus 4.6,claude-opus-4-6-default,arithmetic-entropy-coding-obs-learning,obs-learning,0.5,2026-04-12T01:24:51.200517Z
Claude Opus 4.6,claude-opus-4-6-default,lfu-cache-eviction-obs-learning,obs-learning,0.5,2026-04-12T10:58:48.380163Z
Claude Opus 4.6,claude-opus-4-6-default,auction-mechanism-second-price-obs-learning,obs-learning,0.5,2026-04-15T23:26:53.261934Z
Claude Opus 4.6,claude-opus-4-6-default,codon-table-translation-obs-learning,obs-learning,0.0,2026-04-15T23:27:25.582744Z
Claude Opus 4.6,claude-opus-4-6-default,flow-network-capacity-obs-learning,obs-learning,0.5,2026-04-15T23:28:18.757011Z
Claude Opus 4.6,claude-opus-4-6-default,feistel-cipher-round-obs-learning,obs-learning,0.0,2026-04-15T23:52:37.374537Z
Claude Opus 4.6,claude-opus-4-6-default,hidden-matrix-fill-obs-learning,obs-learning,0.0,2026-04-15T23:52:59.050655Z
Claude Opus 4.6,claude-opus-4-6-default,hidden-damping-physics-obs-learning,obs-learning,0.25,2026-04-15T23:53:33.634125Z
Claude Opus 4.6,claude-opus-4-6-default,singleton-gate-local-max-obs-learning,obs-learning,0.5,2026-04-15T23:33:23.509657Z
Claude Opus 4.6,claude-opus-4-6-default,linear-feedback-shift-register-obs-learning,obs-learning,0.25,2026-04-15T23:56:09.873593Z
Claude Opus 4.6,claude-opus-4-6-default,lattice-meet-join-obs-learning,obs-learning,0.0,2026-04-15T23:56:34.610224Z
Claude Opus 4.6,claude-opus-4-6-default,phonological-alternation-harmony-obs-learning,obs-learning,1.0,2026-04-12T01:55:14.347803Z
Claude Opus 4.6,claude-opus-4-6-default,hidden-token-filter-obs-learning,obs-learning,0.25,2026-04-15T23:56:56.360562Z
Claude Opus 4.6,claude-opus-4-6-default,sigil-naming-obs-learning,obs-learning,0.0,2026-04-16T00:45:29.102659Z
Claude Opus 4.6,claude-opus-4-6-default,pushdown-automaton-inference-obs-learning,obs-learning,0.75,2026-04-12T10:43:56.633142Z
Claude Opus 4.6,claude-opus-4-6-default,mealy-machine-output-obs-learning,obs-learning,0.5,2026-04-12T10:43:18.882222Z
Claude Opus 4.6,claude-opus-4-6-default,pipeline-hazard-stall-counting-obs-learning,obs-learning,0.0,2026-04-16T00:45:11.084094Z
Claude Opus 4.6,claude-opus-4-6-default,hidden-attribute-rule-obs-learning,obs-learning,0.625,2026-04-12T10:40:49.171749Z
Claude Opus 4.6,claude-opus-4-6-default,shapley-values-cooperative-game-obs-learning,obs-learning,0.0,2026-04-15T23:58:49.752344Z
Claude Opus 4.6,claude-opus-4-6-default,ring-operations-hidden-carry-obs-learning,obs-learning,0.0,2026-04-16T00:44:36.715937Z
Claude Opus 4.6,claude-opus-4-6-default,hidden-modal-logic-kripke-obs-learning,obs-learning,0.625,2026-04-15T22:15:17.578267Z
Claude Opus 4.6,claude-opus-4-6-default,syntax-tree-rewrite-obs-learning,obs-learning,1.0,2026-04-12T01:03:22.239496Z
Claude Opus 4.6,claude-opus-4-6-default,regex-intersection-membership-obs-learning,obs-learning,0.75,2026-04-12T01:03:09.256579Z
Claude Opus 4.6,claude-opus-4-6-default,hidden-modal-logic-kripke2-obs-learning,obs-learning,0.625,2026-04-15T23:47:51.408819Z
Claude Opus 4.6,claude-opus-4-6-default,hidden-priority-order-obs-learning,obs-learning,0.75,2026-04-12T10:35:39.697626Z
Claude Opus 4.6,claude-opus-4-6-default,titration-curve-diprotic-obs-learning,obs-learning,0.2,2026-04-16T00:04:34.363416Z
Claude Opus 4.6,claude-opus-4-6-default,finite-state-transducer-obs-learning,obs-learning,0.25,2026-04-16T00:04:55.092787Z
Claude Opus 4.6,claude-opus-4-6-default,two-counter-machine-obs-learning,obs-learning,0.166667,2026-04-16T00:18:17.783446Z
Claude Opus 4.6,claude-opus-4-6-default,dimval-metathesis-lang-learning,lang-learning,0.2,2026-04-12T22:18:34.404914Z
Claude Opus 4.6,claude-opus-4-6-default,drelkovak-harmony-lang-learning,lang-learning,1.0,2026-04-12T22:18:22.392035Z
Claude Opus 4.6,claude-opus-4-6-default,drelvak-reduplication-lang-learning,lang-learning,0.4,2026-04-12T22:19:32.611935Z
Claude Opus 4.6,claude-opus-4-6-default,grelkan-suppletion-lang-learning,lang-learning,0.4,2026-04-13T02:12:53.471681Z
Claude Opus 4.6,claude-opus-4-6-default,drafnelt-switch-reference-lang-learning,lang-learning,1.0,2026-04-12T22:18:41.2081Z
Claude Opus 4.6,claude-opus-4-6-default,kelstran-tone-lang-learning,lang-learning,0.4,2026-04-12T22:21:10.260516Z
Claude Opus 4.6,claude-opus-4-6-default,prentova-allomorphy-wugtest-lang-learning,lang-learning,0.4,2026-04-12T22:23:06.55722Z
Claude Opus 4.6,claude-opus-4-6-default,skelth-allomorph-lang-learning,lang-learning,1.0,2026-04-12T22:23:30.875028Z
Claude Opus 4.6,claude-opus-4-6-default,gwelthar-mirative-evidential-tone-lang-learning,lang-learning,0.3,2026-04-12T22:26:01.37924Z
Claude Opus 4.6,claude-opus-4-6-default,norkvash-scalar-lang-learning,lang-learning,0.58,2026-04-12T22:26:49.527757Z
Claude Opus 4.6,claude-opus-4-6-default,sklonveth-root-pattern-lang-learning,lang-learning,0.4,2026-04-12T22:27:53.63099Z
Claude Opus 4.6,claude-opus-4-6-default,skovar-deletion-lang-learning,lang-learning,0.1,2026-04-12T22:28:44.138879Z
Claude Opus 4.6,claude-opus-4-6-default,strelkov-ergative-lang-learning,lang-learning,1.0,2026-04-12T22:29:12.818473Z
Claude Opus 4.6,claude-opus-4-6-default,telvari-evidentiality-lang-learning,lang-learning,0.890909,2026-04-12T22:30:29.462651Z
Claude Opus 4.6,claude-opus-4-6-default,vrendel-templatic-lang-learning,lang-learning,0.4,2026-04-12T22:36:46.955004Z
Claude Opus 4.6,claude-opus-4-6-default,wukal-tones-lang-learning,lang-learning,0.2,2026-04-12T22:38:32.13953Z
Claude Opus 4.6,claude-opus-4-6-default,vrelthan-rule-interaction-lang-learning,lang-learning,0.4,2026-04-12T22:38:33.635872Z
Claude Opus 4.6,claude-opus-4-6-default,threlkav-scope-ergativity-lang-learning,lang-learning,1.0,2026-04-12T22:39:15.960661Z
Claude Opus 4.6,claude-opus-4-6-default,trenval-bleeding-lang-learning,lang-learning,0.3,2026-04-12T22:39:18.525198Z
Claude Opus 4.6,claude-opus-4-6-default,trevkovan-gradation-lang-learning,lang-learning,0.5,2026-04-12T22:39:27.619216Z
Claude Opus 4.6,claude-opus-4-6-default,arithmetic-next-rf-learning,rf-learning,0.1857,2026-04-16T01:43:51.640671Z
Claude Opus 4.6,claude-opus-4-6-default,affine-cipher-word-rf-learning,rf-learning,0.04,2026-04-13T02:51:52.297476Z
Claude Opus 4.6,claude-opus-4-6-default,battleship-1d-rf-learning,rf-learning,0.8279,2026-04-13T03:07:50.443579Z
Claude Opus 4.6,claude-opus-4-6-default,battleship-two-ships-rf-learning,rf-learning,0.85,2026-04-13T03:04:36.493259Z
Claude Opus 4.6,claude-opus-4-6-default,chebyshev-point-rf-learning,rf-learning,0.9913,2026-04-13T10:45:39.490588Z
Claude Opus 4.6,claude-opus-4-6-default,coin-balance-rf-learning,rf-learning,1.0,2026-04-13T03:13:34.261119Z
Claude Opus 4.6,claude-opus-4-6-default,bitstring-hamming-rf-learning,rf-learning,0.1429,2026-04-13T03:18:34.350017Z
Claude Opus 4.6,claude-opus-4-6-default,collatz-length-rf-learning,rf-learning,0.9284,2026-04-13T03:28:31.293285Z
Claude Opus 4.6,claude-opus-4-6-default,crt-unique-rf-learning,rf-learning,1.0,2026-04-13T03:33:36.768264Z
Claude Opus 4.6,claude-opus-4-6-default,base7-decode-rf-learning,rf-learning,0.8,2026-04-13T03:53:29.747678Z
Claude Opus 4.6,claude-opus-4-6-default,cubic-eval-rf-learning,rf-learning,1.0,2026-04-13T03:58:31.862935Z
Claude Opus 4.6,claude-opus-4-6-default,digitwise-l1-rf-learning,rf-learning,0.1615,2026-04-13T04:03:34.193053Z
Claude Opus 4.6,claude-opus-4-6-default,divisor-count-rf-learning,rf-learning,0.8,2026-04-13T04:08:32.605518Z
Claude Opus 4.6,claude-opus-4-6-default,fib-like-next-rf-learning,rf-learning,0.9906,2026-04-13T04:23:33.3046Z
Claude Opus 4.6,claude-opus-4-6-default,graph-shortest-path-rf-learning,rf-learning,0.8442,2026-04-13T04:33:35.908668Z
Claude Opus 4.6,claude-opus-4-6-default,gray-hamming-rf-learning,rf-learning,0.0,2026-04-13T04:43:33.577992Z
Claude Opus 4.6,claude-opus-4-6-default,hanoi-two-rf-learning,rf-learning,1.0,2026-04-15T13:01:04.720391Z
Claude Opus 4.6,claude-opus-4-6-default,manhattan-point-rf-learning,rf-learning,0.8962,2026-04-15T22:17:14.366098Z
Claude Opus 4.6,claude-opus-4-6-default,mastermind-aggregate-rf-learning,rf-learning,0.2,2026-04-15T14:01:11.141541Z
Claude Opus 4.6,claude-opus-4-6-default,perm-footrule-rf-learning,rf-learning,0.0,2026-04-13T22:22:04.930546Z
Claude Opus 4.6,claude-opus-4-6-default,recurrence-second-order-rf-learning,rf-learning,0.9827,2026-04-13T22:27:07.096124Z
Claude Opus 4.6,claude-opus-4-6-default,quadratic-root-rf-learning,rf-learning,1.0,2026-04-13T22:37:05.534562Z
Claude Opus 4.6,claude-opus-4-6-default,product-hotcold-rf-learning,rf-learning,0.8969,2026-04-13T22:42:13.785426Z
Claude Opus 4.6,claude-opus-4-6-default,rule90-step-rf-learning,rf-learning,0.9325,2026-04-13T22:48:14.704145Z
Claude Opus 4.6,claude-opus-4-6-default,shift-cipher-rf-learning,rf-learning,0.8393,2026-04-16T01:42:41.886119Z
Claude Opus 4.6,claude-opus-4-6-default,sudoku-2x2-rf-learning,rf-learning,0.993,2026-04-13T22:57:03.915943Z
Claude Opus 4.6,claude-opus-4-6-default,sum-product-xy-rf-learning,rf-learning,1.0,2026-04-13T22:57:09.178296Z
Claude Opus 4.6,claude-opus-4-6-default,verbal-bandit-rf-learning,rf-learning,0.2,2026-04-16T01:43:37.162915Z
Claude Opus 4.6,claude-opus-4-6-default,wordle-micro-rf-learning,rf-learning,0.2,2026-04-13T23:13:15.397955Z
Claude Opus 4.6,claude-opus-4-6-default,xor-subset-hamming-rf-learning,rf-learning,0.9182,2026-04-13T23:17:20.793852Z
Claude Opus 4.6,claude-opus-4-6-default,adaptive-sort-rule-proc-learning,proc-learning,0.9104,2026-04-13T15:47:45.431871Z
Claude Opus 4.6,claude-opus-4-6-default,dialect-morphology-proc-learning,proc-learning,0.2019,2026-04-16T02:08:06.146737Z
Claude Opus 4.6,claude-opus-4-6-default,nim-variant-proc-learning,proc-learning,0.4417,2026-04-15T22:26:53.910536Z
Claude Opus 4.6,claude-opus-4-6-default,opponent-strategy-proc-learning,proc-learning,0.6067,2026-04-13T17:47:33.461215Z
Claude Opus 4.6,claude-opus-4-6-default,packet-filter-proc-learning,proc-learning,0.3769,2026-04-16T02:03:32.807832Z
Claude Opus 4.6,claude-opus-4-6-default,sql-reverse-engineering-proc-learning,proc-learning,0.5083,2026-04-15T22:24:11.481467Z
Claude Opus 4.6,claude-opus-4-6-default,state-machine-password-proc-learning,proc-learning,0.59,2026-04-15T22:24:12.594862Z
Claude Opus 4.6,claude-opus-4-6-default,10000,unknown,0.333333,2026-04-15T15:39:37.865029Z
Claude Opus 4.6,claude-opus-4-6-default,serial-chain-reconstruction-assoc-learning,assoc-learning,1.0,2026-04-15T15:36:07.604178Z
Claude Opus 4.6,claude-opus-4-6-default,pelvan-agreement-lang-learning,lang-learning,0.3,2026-04-16T04:15:18.097286Z
Claude Opus 4.6,claude-opus-4-6-default,kophar-quantity-lang-learning,lang-learning,0.75,2026-04-16T04:12:28.255057Z
Claude Opus 4.6,claude-opus-4-6-default,mixed-radix-number-lang-learning,lang-learning,0.4,2026-04-16T04:24:51.056643Z
Claude Opus 4.6,claude-opus-4-6-default,skolvren-polysynthetic-lang-learning,lang-learning,0.1,2026-04-16T07:13:08.73666Z
Claude Opus 4.6,claude-opus-4-6-default,grammar-induction-proc-learning,proc-learning,0.5,2026-04-16T08:58:27.117577Z
Claude Opus 4.6,claude-opus-4-6-default,boolean-circuit-proc-learning,proc-learning,0.26,2026-04-16T08:54:26.860051Z
Claude Opus 4.6,claude-opus-4-6-default,voting-protocol-proc-learning,proc-learning,0.05,2026-04-16T09:04:16.57872Z
Claude Opus 4.6,claude-opus-4-6-default,lights-out-variant-proc-learning,proc-learning,0.546,2026-04-16T10:01:37.408551Z
Claude Opus 4.6,claude-opus-4-6-default,dralven-tone-sandhi-lang-learning,lang-learning,0.4,2026-04-16T09:06:49.184634Z
Claude Opus 4.6,claude-opus-4-6-default,strevoklan-neg-lang-learning,lang-learning,0.64,2026-04-16T08:56:55.89513Z
Gemini 2.5 Flash,gemini-2.5-flash,spurious-hue-true-edge-assoc-learning,assoc-learning,0.5,2026-04-09T11:11:04.896462Z
Gemini 2.5 Flash,gemini-2.5-flash,inhibitory-summation-assoc-learning,assoc-learning,0.625,2026-04-09T11:16:36.372969Z
Gemini 2.5 Flash,gemini-2.5-flash,latent-cross-binding-assoc-learning,assoc-learning,0.5,2026-04-04T10:25:20.639236Z
Gemini 2.5 Flash,gemini-2.5-flash,latent-set-binding-assoc-learning,assoc-learning,1.0,2026-04-04T10:49:36.196618Z
Gemini 2.5 Flash,gemini-2.5-flash,latent-set-variant-assoc-learning,assoc-learning,0.833333,2026-04-04T11:59:35.674326Z
Gemini 2.5 Flash,gemini-2.5-flash,learned-irrelevance-assoc-learning,assoc-learning,1.0,2026-04-04T11:02:25.798433Z
Gemini 2.5 Flash,gemini-2.5-flash,10001,unknown,0.625,2026-04-15T14:18:04.789748Z
Gemini 2.5 Flash,gemini-2.5-flash,counterfactual-sequence-rewrite-assoc-learning,assoc-learning,0.714286,2026-04-10T11:24:31.4641Z
Gemini 2.5 Flash,gemini-2.5-flash,10002,unknown,0.625,2026-04-04T17:21:14.02948Z
Gemini 2.5 Flash,gemini-2.5-flash,xor-attribute-binding-assoc-learning,assoc-learning,0.666667,2026-04-04T18:53:14.549746Z
Gemini 2.5 Flash,gemini-2.5-flash,blocking-effect-assoc-learning,assoc-learning,0.5,2026-04-04T19:49:08.896458Z
Gemini 2.5 Flash,gemini-2.5-flash,temporal-pairing-tnr-assoc-learning,assoc-learning,0.75,2026-04-04T20:10:27.431694Z
Gemini 2.5 Flash,gemini-2.5-flash,second-order-extinction-assoc-learning,assoc-learning,0.7,2026-04-04T21:16:02.337697Z
Gemini 2.5 Flash,gemini-2.5-flash,retrospective-revaluation-assoc-learning,assoc-learning,1.0,2026-04-04T21:36:33.251429Z
Gemini 2.5 Flash,gemini-2.5-flash,occasion-setting-assoc-learning,assoc-learning,0.642857,2026-04-04T22:19:34.764649Z
Gemini 2.5 Flash,gemini-2.5-flash,temporal-pairing-kmp-assoc-learning,assoc-learning,0.166667,2026-04-04T22:22:47.793105Z
Gemini 2.5 Flash,gemini-2.5-flash,overexpectation-assoc-learning,assoc-learning,0.25,2026-04-04T22:52:32.918099Z
Gemini 2.5 Flash,gemini-2.5-flash,sensory-preconditioning-assoc-learning,assoc-learning,0.25,2026-04-04T22:58:24.718669Z
Gemini 2.5 Flash,gemini-2.5-flash,digit-cipher-concept-learning,concept-learning,0.16,2026-04-09T16:18:41.072329Z
Gemini 2.5 Flash,gemini-2.5-flash,disjunctive-noise-concept-learning,concept-learning,0.3,2026-04-10T13:32:40.800461Z
Gemini 2.5 Flash,gemini-2.5-flash,dual-recurrence-concept-learning,concept-learning,0.0,2026-04-09T16:36:41.171035Z
Gemini 2.5 Flash,gemini-2.5-flash,encoded-triple-concept-learning,concept-learning,1.0,2026-04-10T14:35:14.265242Z
Gemini 2.5 Flash,gemini-2.5-flash,nested-logic-concept-learning,concept-learning,0.75,2026-04-09T20:40:44.595005Z
Gemini 2.5 Flash,gemini-2.5-flash,positional-encode-concept-learning,concept-learning,0.75,2026-04-10T13:54:14.382816Z
Gemini 2.5 Flash,gemini-2.5-flash,layered-transform-concept-learning,concept-learning,0.0,2026-04-12T00:33:48.27277Z
Gemini 2.5 Flash,gemini-2.5-flash,consonant-clusters-concept-learning,concept-learning,0.239286,2026-04-09T22:37:50.92691Z
Gemini 2.5 Flash,gemini-2.5-flash,modular-subsequence-concept-learning,concept-learning,0.0,2026-04-10T00:21:32.727027Z
Gemini 2.5 Flash,gemini-2.5-flash,semantic-override-concept-learning,concept-learning,0.95,2026-04-15T14:20:15.558741Z
Gemini 2.5 Flash,gemini-2.5-flash,positional-mapping-concept-learning,concept-learning,1.0,2026-04-10T14:05:09.293713Z
Gemini 2.5 Flash,gemini-2.5-flash,relational-pairs-concept-learning,concept-learning,0.72,2026-04-10T13:25:49.320407Z
Gemini 2.5 Flash,gemini-2.5-flash,state-machine-concept-learning,concept-learning,1.0,2026-04-10T13:26:01.001938Z
Gemini 2.5 Flash,gemini-2.5-flash,triple-parity-concept-learning,concept-learning,0.24,2026-04-10T12:46:44.1959Z
Gemini 2.5 Flash,gemini-2.5-flash,vowel-rotation-concept-learning,concept-learning,0.478571,2026-04-10T12:53:56.638933Z
Gemini 2.5 Flash,gemini-2.5-flash,violation-counter-concept-learning,concept-learning,0.0,2026-04-10T13:38:56.416487Z
Gemini 2.5 Flash,gemini-2.5-flash,interleave-reverse-concept-learning,concept-learning,1.0,2026-04-10T14:51:54.297151Z
Gemini 2.5 Flash,gemini-2.5-flash,grid-transform-concept-learning,concept-learning,1.0,2026-04-10T14:53:27.701979Z
Gemini 2.5 Flash,gemini-2.5-flash,agglutinative-morphology-obs-learning,obs-learning,0.25,2026-04-16T00:49:47.312556Z
Gemini 2.5 Flash,gemini-2.5-flash,affine-transform-chain-obs-learning,obs-learning,0.5,2026-04-11T11:17:24.779996Z
Gemini 2.5 Flash,gemini-2.5-flash,arithmetic-entropy-coding-obs-learning,obs-learning,1.0,2026-04-11T14:20:10.879795Z
Gemini 2.5 Flash,gemini-2.5-flash,lfu-cache-eviction-obs-learning,obs-learning,0.25,2026-04-11T14:36:10.358648Z
Gemini 2.5 Flash,gemini-2.5-flash,auction-mechanism-second-price-obs-learning,obs-learning,0.25,2026-04-12T02:02:55.908956Z
Gemini 2.5 Flash,gemini-2.5-flash,codon-table-translation-obs-learning,obs-learning,0.0,2026-04-12T10:55:30.150847Z
Gemini 2.5 Flash,gemini-2.5-flash,flow-network-capacity-obs-learning,obs-learning,0.25,2026-04-12T10:26:37.568191Z
Gemini 2.5 Flash,gemini-2.5-flash,feistel-cipher-round-obs-learning,obs-learning,0.0,2026-04-11T17:02:48.430727Z
Gemini 2.5 Flash,gemini-2.5-flash,hidden-matrix-fill-obs-learning,obs-learning,0.5,2026-04-15T23:53:11.062266Z
Gemini 2.5 Flash,gemini-2.5-flash,hidden-damping-physics-obs-learning,obs-learning,0.25,2026-04-11T20:02:54.798862Z
Gemini 2.5 Flash,gemini-2.5-flash,singleton-gate-local-max-obs-learning,obs-learning,0.25,2026-04-12T02:03:18.964024Z
Gemini 2.5 Flash,gemini-2.5-flash,linear-feedback-shift-register-obs-learning,obs-learning,0.0,2026-04-16T00:12:49.414194Z
Gemini 2.5 Flash,gemini-2.5-flash,lattice-meet-join-obs-learning,obs-learning,0.5,2026-04-12T10:15:06.337263Z
Gemini 2.5 Flash,gemini-2.5-flash,phonological-alternation-harmony-obs-learning,obs-learning,1.0,2026-04-11T21:25:14.293587Z
Gemini 2.5 Flash,gemini-2.5-flash,hidden-token-filter-obs-learning,obs-learning,0.75,2026-04-11T21:27:07.731621Z
Gemini 2.5 Flash,gemini-2.5-flash,sigil-naming-obs-learning,obs-learning,0.25,2026-04-12T10:13:50.560297Z
Gemini 2.5 Flash,gemini-2.5-flash,pushdown-automaton-inference-obs-learning,obs-learning,1.0,2026-04-12T11:21:45.972123Z
Gemini 2.5 Flash,gemini-2.5-flash,mealy-machine-output-obs-learning,obs-learning,0.0,2026-04-11T21:45:29.474186Z
Gemini 2.5 Flash,gemini-2.5-flash,pipeline-hazard-stall-counting-obs-learning,obs-learning,0.25,2026-04-11T21:46:33.669161Z
Gemini 2.5 Flash,gemini-2.5-flash,hidden-attribute-rule-obs-learning,obs-learning,0.75,2026-04-12T11:18:56.498173Z
Gemini 2.5 Flash,gemini-2.5-flash,shapley-values-cooperative-game-obs-learning,obs-learning,0.0,2026-04-12T10:39:27.993738Z
Gemini 2.5 Flash,gemini-2.5-flash,ring-operations-hidden-carry-obs-learning,obs-learning,0.25,2026-04-11T23:32:26.496453Z
Gemini 2.5 Flash,gemini-2.5-flash,hidden-modal-logic-kripke-obs-learning,obs-learning,0.375,2026-04-15T22:15:17.981926Z
