task,model,phase,round,score
lights-out-variant,G-Lite,practice,3,0.34
lights-out-variant,G-Lite,practice,4,0.4
lights-out-variant,G-Lite,practice,5,0.1
lights-out-variant,G-Pro,practice,1,0.64
lights-out-variant,G-Pro,practice,2,0.64
lights-out-variant,G-Pro,practice,3,0.7
lights-out-variant,G-Pro,practice,4,0.4
lights-out-variant,G-Pro,practice,5,0.58
lights-out-variant,G-Flash-3,practice,1,0.64
lights-out-variant,G-Flash-3,practice,2,0.64
lights-out-variant,G-Flash-3,practice,3,0.7
lights-out-variant,G-Flash-3,practice,4,0.16
lights-out-variant,G-Flash-3,practice,5,0.46
lights-out-variant,Gemma,practice,1,0.0
lights-out-variant,Gemma,practice,2,0.52
lights-out-variant,Gemma,practice,3,0.0
lights-out-variant,Gemma,practice,4,0.0
lights-out-variant,Gemma,practice,5,0.0
lights-out-variant,Qwen-I,practice,1,0.28
lights-out-variant,Qwen-I,practice,2,0.0
lights-out-variant,Qwen-I,practice,3,0.7
lights-out-variant,Qwen-I,practice,4,0.28
lights-out-variant,Qwen-I,practice,5,0.0
lights-out-variant,Qwen-T,practice,1,0.0
lights-out-variant,Qwen-T,practice,2,0.0
lights-out-variant,Qwen-T,practice,3,0.0
lights-out-variant,Qwen-T,practice,4,0.0
lights-out-variant,Qwen-T,practice,5,0.58
nim-variant,Claude Haiku,practice,1,0.0
nim-variant,Claude Haiku,practice,2,0.0
nim-variant,Claude Haiku,practice,3,0.0
nim-variant,Claude Haiku,practice,4,0.0
nim-variant,Claude Haiku,practice,5,0.0
nim-variant,Claude Opus,practice,1,0.0
nim-variant,Claude Opus,practice,2,0.0
nim-variant,Claude Opus,practice,3,0.0
nim-variant,Claude Opus,practice,4,0.0
nim-variant,Claude Opus,practice,5,0.8286
nim-variant,Claude Sonnet,practice,1,0.0
nim-variant,Claude Sonnet,practice,2,0.0
nim-variant,Claude Sonnet,practice,3,0.0
nim-variant,Claude Sonnet,practice,4,0.0
nim-variant,Claude Sonnet,practice,5,0.0
nim-variant,DeepSeek,practice,1,0.0
nim-variant,DeepSeek,practice,2,0.0
nim-variant,DeepSeek,practice,3,0.0
nim-variant,DeepSeek,practice,4,0.0
nim-variant,DeepSeek,practice,5,0.0
nim-variant,GLM-5,practice,1,0.0
nim-variant,GLM-5,practice,2,0.0
nim-variant,GLM-5,practice,3,0.0
nim-variant,GLM-5,practice,4,0.0
nim-variant,GLM-5,practice,5,0.0
nim-variant,GPT-5.4,practice,1,0.0
nim-variant,GPT-5.4,practice,2,0.0
nim-variant,GPT-5.4,practice,3,0.0
nim-variant,GPT-5.4,practice,4,0.0
nim-variant,GPT-5.4,practice,5,0.0
nim-variant,GPT-mini,practice,1,0.0
nim-variant,GPT-mini,practice,2,0.0
nim-variant,GPT-mini,practice,3,0.0
nim-variant,GPT-mini,practice,4,0.0
nim-variant,GPT-mini,practice,5,0.0
nim-variant,GPT-nano,practice,1,0.0
nim-variant,GPT-nano,practice,2,0.0
nim-variant,GPT-nano,practice,3,0.0
nim-variant,GPT-nano,practice,4,0.0
nim-variant,GPT-nano,practice,5,0.0
nim-variant,G-Flash,practice,1,0.0
nim-variant,G-Flash,practice,2,0.0
nim-variant,G-Flash,practice,3,0.0
nim-variant,G-Flash,practice,4,0.9571
nim-variant,G-Flash,practice,5,0.8714
nim-variant,G-Lite,practice,1,0.0
nim-variant,G-Lite,practice,2,0.0
nim-variant,G-Lite,practice,3,0.0
nim-variant,G-Lite,practice,4,0.0
nim-variant,G-Lite,practice,5,0.0
nim-variant,G-Pro,practice,1,0.0
nim-variant,G-Pro,practice,2,0.0
nim-variant,G-Pro,practice,3,0.0
nim-variant,G-Pro,practice,4,0.9571
nim-variant,G-Pro,practice,5,0.8714
nim-variant,Gemma,practice,1,0.0
nim-variant,Gemma,practice,2,0.0
nim-variant,Gemma,practice,3,0.0
nim-variant,Gemma,practice,4,0.0
nim-variant,Gemma,practice,5,0.0
nim-variant,Qwen-I,practice,1,0.0
nim-variant,Qwen-I,practice,2,0.0
nim-variant,Qwen-I,practice,3,0.0
nim-variant,Qwen-I,practice,4,0.0
nim-variant,Qwen-I,practice,5,0.0
nim-variant,Qwen-T,practice,1,0.0
nim-variant,Qwen-T,practice,2,0.0
nim-variant,Qwen-T,practice,3,0.0
nim-variant,Qwen-T,practice,4,0.0
nim-variant,Qwen-T,practice,5,0.0
opponent-strategy,Claude Haiku,practice,1,1.0
opponent-strategy,Claude Haiku,practice,2,1.0
opponent-strategy,Claude Haiku,practice,3,1.0
opponent-strategy,Claude Haiku,practice,4,1.0
opponent-strategy,Claude Haiku,practice,5,0.0
opponent-strategy,Claude Opus,practice,1,1.0
opponent-strategy,Claude Opus,practice,2,0.0
opponent-strategy,Claude Opus,practice,3,1.0
opponent-strategy,Claude Opus,practice,4,1.0
opponent-strategy,Claude Opus,practice,5,0.0
opponent-strategy,Claude Sonnet,practice,1,1.0
opponent-strategy,Claude Sonnet,practice,2,1.0
opponent-strategy,Claude Sonnet,practice,3,0.0
opponent-strategy,Claude Sonnet,practice,4,1.0
opponent-strategy,Claude Sonnet,practice,5,1.0
opponent-strategy,DeepSeek,practice,1,1.0
opponent-strategy,DeepSeek,practice,2,1.0
opponent-strategy,DeepSeek,practice,3,0.0
opponent-strategy,DeepSeek,practice,4,1.0
opponent-strategy,DeepSeek,practice,5,1.0
opponent-strategy,GLM-5,practice,1,1.0
opponent-strategy,GLM-5,practice,2,0.0
opponent-strategy,GLM-5,practice,3,0.0
opponent-strategy,GLM-5,practice,4,1.0
opponent-strategy,GLM-5,practice,5,1.0
opponent-strategy,GPT-5.4,practice,1,1.0
opponent-strategy,GPT-5.4,practice,2,0.0
opponent-strategy,GPT-5.4,practice,3,0.0
opponent-strategy,GPT-5.4,practice,4,0.0
opponent-strategy,GPT-5.4,practice,5,1.0
opponent-strategy,GPT-mini,practice,1,0.0
opponent-strategy,GPT-mini,practice,2,1.0
opponent-strategy,GPT-mini,practice,3,0.0
opponent-strategy,GPT-mini,practice,4,0.0
opponent-strategy,GPT-mini,practice,5,1.0
opponent-strategy,GPT-nano,practice,1,1.0
opponent-strategy,GPT-nano,practice,2,1.0
opponent-strategy,GPT-nano,practice,3,0.0
opponent-strategy,GPT-nano,practice,4,0.0
opponent-strategy,GPT-nano,practice,5,1.0
opponent-strategy,G-Flash,practice,1,1.0
opponent-strategy,G-Flash,practice,2,1.0
opponent-strategy,G-Flash,practice,3,0.0
opponent-strategy,G-Flash,practice,4,0.0
opponent-strategy,G-Flash,practice,5,1.0
opponent-strategy,G-Lite,practice,1,0.0
opponent-strategy,G-Lite,practice,2,1.0
opponent-strategy,G-Lite,practice,3,0.0
opponent-strategy,G-Lite,practice,4,0.0
opponent-strategy,G-Lite,practice,5,1.0
opponent-strategy,G-Pro,practice,1,1.0
opponent-strategy,G-Pro,practice,2,1.0
opponent-strategy,G-Pro,practice,3,1.0
opponent-strategy,G-Pro,practice,4,1.0
opponent-strategy,G-Pro,practice,5,1.0
opponent-strategy,Gemma,practice,1,1.0
opponent-strategy,Gemma,practice,2,1.0
opponent-strategy,Gemma,practice,3,0.0
opponent-strategy,Gemma,practice,4,1.0
opponent-strategy,Gemma,practice,5,1.0
opponent-strategy,Qwen-I,practice,1,1.0
opponent-strategy,Qwen-I,practice,2,1.0
opponent-strategy,Qwen-I,practice,3,1.0
opponent-strategy,Qwen-I,practice,4,1.0
opponent-strategy,Qwen-I,practice,5,1.0
opponent-strategy,Qwen-T,practice,1,0.0
opponent-strategy,Qwen-T,practice,2,1.0
opponent-strategy,Qwen-T,practice,3,0.0
opponent-strategy,Qwen-T,practice,4,0.0
opponent-strategy,Qwen-T,practice,5,0.0
packet-filter,Claude Haiku,practice,1,0.4857
packet-filter,Claude Haiku,practice,2,0.0
packet-filter,Claude Haiku,practice,3,0.1
packet-filter,Claude Haiku,practice,4,0.0
packet-filter,Claude Haiku,practice,5,0.0
packet-filter,Claude Haiku,transfer,1,0.0
packet-filter,Claude Haiku,transfer,2,1.0
packet-filter,Claude Haiku,transfer,3,1.0
packet-filter,Claude Haiku,transfer,4,0.0
packet-filter,Claude Opus,practice,1,0.6143
packet-filter,Claude Opus,practice,2,0.6143
packet-filter,Claude Opus,practice,3,0.0
packet-filter,Claude Opus,practice,4,0.6143
packet-filter,Claude Opus,practice,5,0.1
packet-filter,Claude Opus,transfer,1,0.0
packet-filter,Claude Opus,transfer,2,1.0
packet-filter,Claude Opus,transfer,3,1.0
packet-filter,Claude Opus,transfer,4,0.0
packet-filter,Claude Sonnet,practice,1,0.6143
packet-filter,Claude Sonnet,practice,2,0.0
packet-filter,Claude Sonnet,practice,3,0.1
packet-filter,Claude Sonnet,practice,4,0.7429
packet-filter,Claude Sonnet,practice,5,0.1
packet-filter,Claude Sonnet,transfer,1,0.0
packet-filter,Claude Sonnet,transfer,2,0.0
packet-filter,Claude Sonnet,transfer,3,1.0
packet-filter,Claude Sonnet,transfer,4,1.0
packet-filter,DeepSeek,practice,1,0.0
packet-filter,DeepSeek,practice,2,0.0
packet-filter,DeepSeek,practice,3,0.0
packet-filter,DeepSeek,practice,4,0.0
packet-filter,DeepSeek,practice,5,0.0
packet-filter,DeepSeek,transfer,1,1.0
packet-filter,DeepSeek,transfer,2,0.0
packet-filter,DeepSeek,transfer,3,1.0
packet-filter,DeepSeek,transfer,4,0.0
packet-filter,GLM-5,practice,1,1.0
packet-filter,GLM-5,practice,2,0.2286
packet-filter,GLM-5,practice,3,0.0
packet-filter,GLM-5,practice,4,0.0
packet-filter,GLM-5,practice,5,0.0
packet-filter,GLM-5,transfer,1,0.0
packet-filter,GLM-5,transfer,2,1.0
packet-filter,GLM-5,transfer,3,1.0
packet-filter,GLM-5,transfer,4,1.0
packet-filter,GPT-5.4,practice,1,0.0
packet-filter,GPT-5.4,practice,2,0.2286
packet-filter,GPT-5.4,practice,3,0.2286
packet-filter,GPT-5.4,practice,4,0.0
packet-filter,GPT-5.4,practice,5,0.0
packet-filter,GPT-5.4,transfer,1,0.0
packet-filter,GPT-5.4,transfer,2,0.0
packet-filter,GPT-5.4,transfer,3,1.0
packet-filter,GPT-5.4,transfer,4,1.0
packet-filter,GPT-mini,practice,1,1.0
packet-filter,GPT-mini,practice,2,0.0
packet-filter,GPT-mini,practice,3,0.0
packet-filter,GPT-mini,practice,4,0.0
packet-filter,GPT-mini,practice,5,1.0
packet-filter,GPT-mini,transfer,1,0.0
packet-filter,GPT-mini,transfer,2,0.0
packet-filter,GPT-mini,transfer,3,0.0
packet-filter,GPT-mini,transfer,4,0.0
packet-filter,GPT-nano,practice,1,0.0
packet-filter,GPT-nano,practice,2,0.0
packet-filter,GPT-nano,practice,3,0.0
packet-filter,GPT-nano,practice,4,0.0
packet-filter,GPT-nano,practice,5,0.0
packet-filter,GPT-nano,transfer,1,0.0
packet-filter,GPT-nano,transfer,2,0.0
packet-filter,GPT-nano,transfer,3,0.0
packet-filter,GPT-nano,transfer,4,0.0
packet-filter,G-Flash,practice,1,1.0
packet-filter,G-Flash,practice,2,0.3571
packet-filter,G-Flash,practice,3,0.7429
packet-filter,G-Flash,practice,4,0.0
packet-filter,G-Flash,practice,5,0.0
packet-filter,G-Flash,transfer,1,1.0
packet-filter,G-Flash,transfer,2,0.0
packet-filter,G-Flash,transfer,3,1.0
packet-filter,G-Flash,transfer,4,1.0
packet-filter,G-Lite,practice,1,0.7429
packet-filter,G-Lite,practice,2,0.0
packet-filter,G-Lite,practice,3,0.0
packet-filter,G-Lite,practice,4,0.3571
packet-filter,G-Lite,practice,5,0.0
packet-filter,G-Lite,transfer,1,1.0
packet-filter,G-Lite,transfer,2,0.0
packet-filter,G-Lite,transfer,3,1.0
packet-filter,G-Lite,transfer,4,0.0
packet-filter,G-Pro,practice,1,0.3571
packet-filter,G-Pro,practice,2,0.7429
packet-filter,G-Pro,practice,3,0.0
packet-filter,G-Pro,practice,4,1.0
packet-filter,G-Pro,practice,5,0.0
packet-filter,G-Pro,transfer,1,1.0
packet-filter,G-Pro,transfer,2,1.0
packet-filter,G-Pro,transfer,3,1.0
packet-filter,G-Pro,transfer,4,1.0
packet-filter,Gemma,practice,1,0.0
packet-filter,Gemma,practice,2,0.0
packet-filter,Gemma,practice,3,0.0
packet-filter,Gemma,practice,4,0.0
packet-filter,Gemma,practice,5,0.0
packet-filter,Gemma,transfer,1,0.0
packet-filter,Gemma,transfer,2,0.0
packet-filter,Gemma,transfer,3,0.0
packet-filter,Gemma,transfer,4,0.0
packet-filter,Qwen-I,practice,1,0.0
packet-filter,Qwen-I,practice,2,0.0
packet-filter,Qwen-I,practice,3,0.0
packet-filter,Qwen-I,practice,4,0.0
packet-filter,Qwen-I,practice,5,0.0
packet-filter,Qwen-I,transfer,1,0.0
packet-filter,Qwen-I,transfer,2,0.0
packet-filter,Qwen-I,transfer,3,1.0
packet-filter,Qwen-I,transfer,4,0.0
packet-filter,Qwen-T,practice,1,0.6143
packet-filter,Qwen-T,practice,2,0.1
packet-filter,Qwen-T,practice,3,0.1
packet-filter,Qwen-T,practice,4,0.0
packet-filter,Qwen-T,practice,5,0.0
packet-filter,Qwen-T,transfer,1,0.0
packet-filter,Qwen-T,transfer,2,0.0
packet-filter,Qwen-T,transfer,3,1.0
packet-filter,Qwen-T,transfer,4,0.0
sql-reverse-engineering,Claude Haiku,practice,1,1.0
sql-reverse-engineering,Claude Haiku,practice,2,1.0
sql-reverse-engineering,Claude Haiku,practice,3,1.0
sql-reverse-engineering,Claude Haiku,practice,4,0.0
sql-reverse-engineering,Claude Haiku,practice,5,0.4
sql-reverse-engineering,Claude Haiku,transfer,1,1.0
sql-reverse-engineering,Claude Haiku,transfer,2,1.0
sql-reverse-engineering,Claude Haiku,transfer,3,0.0
sql-reverse-engineering,Claude Haiku,transfer,4,1.0
sql-reverse-engineering,Claude Opus,practice,1,1.0
sql-reverse-engineering,Claude Opus,practice,2,1.0
sql-reverse-engineering,Claude Opus,practice,3,1.0
sql-reverse-engineering,Claude Opus,practice,4,1.0
sql-reverse-engineering,Claude Opus,practice,5,0.0
sql-reverse-engineering,Claude Opus,transfer,1,1.0
sql-reverse-engineering,Claude Opus,transfer,2,1.0
sql-reverse-engineering,Claude Opus,transfer,3,0.0
sql-reverse-engineering,Claude Opus,transfer,4,1.0
sql-reverse-engineering,Claude Sonnet,practice,1,0.85
sql-reverse-engineering,Claude Sonnet,practice,2,1.0
sql-reverse-engineering,Claude Sonnet,practice,3,1.0
sql-reverse-engineering,Claude Sonnet,practice,4,0.0
sql-reverse-engineering,Claude Sonnet,practice,5,0.1
sql-reverse-engineering,Claude Sonnet,transfer,1,1.0
sql-reverse-engineering,Claude Sonnet,transfer,2,1.0
sql-reverse-engineering,Claude Sonnet,transfer,3,0.0
sql-reverse-engineering,Claude Sonnet,transfer,4,0.0
sql-reverse-engineering,DeepSeek,practice,1,0.7
sql-reverse-engineering,DeepSeek,practice,2,1.0
sql-reverse-engineering,DeepSeek,practice,3,1.0
sql-reverse-engineering,DeepSeek,practice,4,0.0
sql-reverse-engineering,DeepSeek,practice,5,0.0
sql-reverse-engineering,DeepSeek,transfer,1,1.0
sql-reverse-engineering,DeepSeek,transfer,2,1.0
sql-reverse-engineering,DeepSeek,transfer,3,0.0
sql-reverse-engineering,DeepSeek,transfer,4,1.0
sql-reverse-engineering,GLM-5,practice,1,1.0
sql-reverse-engineering,GLM-5,practice,2,1.0
sql-reverse-engineering,GLM-5,practice,3,1.0
sql-reverse-engineering,GLM-5,practice,4,1.0
sql-reverse-engineering,GLM-5,practice,5,1.0
sql-reverse-engineering,GLM-5,transfer,1,1.0
sql-reverse-engineering,GLM-5,transfer,2,1.0
sql-reverse-engineering,GLM-5,transfer,3,0.0
sql-reverse-engineering,GLM-5,transfer,4,1.0
sql-reverse-engineering,GPT-5.4,practice,1,0.4
sql-reverse-engineering,GPT-5.4,practice,2,1.0
sql-reverse-engineering,GPT-5.4,practice,3,1.0
sql-reverse-engineering,GPT-5.4,practice,4,0.0
sql-reverse-engineering,GPT-5.4,practice,5,0.0
sql-reverse-engineering,GPT-5.4,transfer,1,1.0
sql-reverse-engineering,GPT-5.4,transfer,2,1.0
sql-reverse-engineering,GPT-5.4,transfer,3,0.0
sql-reverse-engineering,GPT-5.4,transfer,4,0.0
sql-reverse-engineering,GPT-mini,practice,1,0.0
sql-reverse-engineering,GPT-mini,practice,2,1.0
sql-reverse-engineering,GPT-mini,practice,3,0.0
sql-reverse-engineering,GPT-mini,practice,4,0.25
sql-reverse-engineering,GPT-mini,practice,5,0.0
sql-reverse-engineering,GPT-mini,transfer,1,1.0
sql-reverse-engineering,GPT-mini,transfer,2,0.0
sql-reverse-engineering,GPT-mini,transfer,3,0.0
sql-reverse-engineering,GPT-mini,transfer,4,1.0
sql-reverse-engineering,GPT-nano,practice,1,0.0
sql-reverse-engineering,GPT-nano,practice,2,1.0
sql-reverse-engineering,GPT-nano,practice,3,0.0
sql-reverse-engineering,GPT-nano,practice,4,0.0
sql-reverse-engineering,GPT-nano,practice,5,0.0
sql-reverse-engineering,GPT-nano,transfer,1,1.0
sql-reverse-engineering,GPT-nano,transfer,2,1.0
sql-reverse-engineering,GPT-nano,transfer,3,0.0
sql-reverse-engineering,GPT-nano,transfer,4,0.0
sql-reverse-engineering,G-Flash,practice,1,0.55
sql-reverse-engineering,G-Flash,practice,2,1.0
sql-reverse-engineering,G-Flash,practice,3,1.0
sql-reverse-engineering,G-Flash,practice,4,0.4
sql-reverse-engineering,G-Flash,practice,5,0.4
sql-reverse-engineering,G-Flash,transfer,1,1.0
sql-reverse-engineering,G-Flash,transfer,2,1.0
sql-reverse-engineering,G-Flash,transfer,3,1.0
sql-reverse-engineering,G-Flash,transfer,4,1.0
sql-reverse-engineering,G-Lite,practice,1,1.0
sql-reverse-engineering,G-Lite,practice,2,1.0
sql-reverse-engineering,G-Lite,practice,3,1.0
sql-reverse-engineering,G-Lite,practice,4,1.0
sql-reverse-engineering,G-Lite,practice,5,0.0
sql-reverse-engineering,G-Lite,transfer,1,1.0
sql-reverse-engineering,G-Lite,transfer,2,1.0
sql-reverse-engineering,G-Lite,transfer,3,0.0
sql-reverse-engineering,G-Lite,transfer,4,0.0
sql-reverse-engineering,G-Pro,practice,1,1.0
sql-reverse-engineering,G-Pro,practice,2,1.0
sql-reverse-engineering,G-Pro,practice,3,1.0
sql-reverse-engineering,G-Pro,practice,4,1.0
sql-reverse-engineering,G-Pro,practice,5,1.0
sql-reverse-engineering,G-Pro,transfer,1,1.0
sql-reverse-engineering,G-Pro,transfer,2,1.0
sql-reverse-engineering,G-Pro,transfer,3,1.0
sql-reverse-engineering,G-Pro,transfer,4,0.0
sql-reverse-engineering,Gemma,practice,1,0.55
sql-reverse-engineering,Gemma,practice,2,1.0
sql-reverse-engineering,Gemma,practice,3,0.55
sql-reverse-engineering,Gemma,practice,4,1.0
sql-reverse-engineering,Gemma,practice,5,0.0
sql-reverse-engineering,Gemma,transfer,1,1.0
sql-reverse-engineering,Gemma,transfer,2,1.0
sql-reverse-engineering,Gemma,transfer,3,0.0
sql-reverse-engineering,Gemma,transfer,4,1.0
sql-reverse-engineering,Qwen-I,practice,1,1.0
sql-reverse-engineering,Qwen-I,practice,2,1.0
sql-reverse-engineering,Qwen-I,practice,3,0.0
sql-reverse-engineering,Qwen-I,practice,4,0.0
sql-reverse-engineering,Qwen-I,practice,5,0.0
sql-reverse-engineering,Qwen-I,transfer,1,1.0
sql-reverse-engineering,Qwen-I,transfer,2,0.0
sql-reverse-engineering,Qwen-I,transfer,3,0.0
sql-reverse-engineering,Qwen-I,transfer,4,0.0
sql-reverse-engineering,Qwen-T,practice,1,1.0
sql-reverse-engineering,Qwen-T,practice,2,1.0
sql-reverse-engineering,Qwen-T,practice,3,1.0
sql-reverse-engineering,Qwen-T,practice,4,0.0
sql-reverse-engineering,Qwen-T,practice,5,0.0
sql-reverse-engineering,Qwen-T,transfer,1,1.0
sql-reverse-engineering,Qwen-T,transfer,2,1.0
sql-reverse-engineering,Qwen-T,transfer,3,0.0
sql-reverse-engineering,Qwen-T,transfer,4,0.0
state-machine-password,Claude Haiku,practice,1,0.0
state-machine-password,Claude Haiku,practice,2,0.25
state-machine-password,Claude Haiku,practice,3,0.85
state-machine-password,Claude Haiku,practice,4,1.0
state-machine-password,Claude Haiku,practice,5,0.0
state-machine-password,Claude Haiku,transfer,1,1.0
state-machine-password,Claude Haiku,transfer,2,1.0
state-machine-password,Claude Haiku,transfer,3,1.0
state-machine-password,Claude Haiku,transfer,4,0.0
state-machine-password,Claude Opus,practice,1,0.0
state-machine-password,Claude Opus,practice,2,0.7
state-machine-password,Claude Opus,practice,3,0.7
state-machine-password,Claude Opus,practice,4,1.0
state-machine-password,Claude Opus,practice,5,0.0
state-machine-password,Claude Opus,transfer,1,1.0
state-machine-password,Claude Opus,transfer,2,1.0
state-machine-password,Claude Opus,transfer,3,1.0
state-machine-password,Claude Opus,transfer,4,0.0
state-machine-password,Claude Sonnet,practice,1,0.0
state-machine-password,Claude Sonnet,practice,2,1.0
state-machine-password,Claude Sonnet,practice,3,0.0
state-machine-password,Claude Sonnet,practice,4,0.0
state-machine-password,Claude Sonnet,practice,5,0.0
state-machine-password,Claude Sonnet,transfer,1,1.0
state-machine-password,Claude Sonnet,transfer,2,1.0
state-machine-password,Claude Sonnet,transfer,3,1.0
state-machine-password,Claude Sonnet,transfer,4,1.0
state-machine-password,DeepSeek,practice,1,0.0
state-machine-password,DeepSeek,practice,2,1.0
state-machine-password,DeepSeek,practice,3,1.0
state-machine-password,DeepSeek,practice,4,1.0
state-machine-password,DeepSeek,practice,5,0.0
state-machine-password,DeepSeek,transfer,1,1.0
state-machine-password,DeepSeek,transfer,2,0.0
state-machine-password,DeepSeek,transfer,3,1.0
state-machine-password,DeepSeek,transfer,4,0.0
state-machine-password,GLM-5,practice,1,0.0
state-machine-password,GLM-5,practice,2,0.55
state-machine-password,GLM-5,practice,3,1.0
state-machine-password,GLM-5,practice,4,1.0
state-machine-password,GLM-5,practice,5,0.0
state-machine-password,GLM-5,transfer,1,1.0
state-machine-password,GLM-5,transfer,2,1.0
state-machine-password,GLM-5,transfer,3,1.0
state-machine-password,GLM-5,transfer,4,0.0
state-machine-password,GPT-5.4,practice,1,0.25
state-machine-password,GPT-5.4,practice,2,0.55
state-machine-password,GPT-5.4,practice,3,0.85
state-machine-password,GPT-5.4,practice,4,1.0
state-machine-password,GPT-5.4,practice,5,0.0
state-machine-password,GPT-5.4,transfer,1,1.0
state-machine-password,GPT-5.4,transfer,2,1.0
state-machine-password,GPT-5.4,transfer,3,1.0
state-machine-password,GPT-5.4,transfer,4,0.0
state-machine-password,GPT-mini,practice,1,0.0
state-machine-password,GPT-mini,practice,2,1.0
state-machine-password,GPT-mini,practice,3,0.0
state-machine-password,GPT-mini,practice,4,1.0
state-machine-password,GPT-mini,practice,5,0.0
state-machine-password,GPT-mini,transfer,1,1.0
state-machine-password,GPT-mini,transfer,2,0.0
state-machine-password,GPT-mini,transfer,3,0.0
state-machine-password,GPT-mini,transfer,4,0.0
state-machine-password,GPT-nano,practice,1,0.0
state-machine-password,GPT-nano,practice,2,0.0
state-machine-password,GPT-nano,practice,3,0.0
state-machine-password,GPT-nano,practice,4,0.85
state-machine-password,GPT-nano,practice,5,0.0
state-machine-password,GPT-nano,transfer,1,1.0
state-machine-password,GPT-nano,transfer,2,0.0
state-machine-password,GPT-nano,transfer,3,1.0
state-machine-password,GPT-nano,transfer,4,0.0
state-machine-password,G-Flash,practice,1,0.7
state-machine-password,G-Flash,practice,2,0.55
state-machine-password,G-Flash,practice,3,0.85
state-machine-password,G-Flash,practice,4,1.0
state-machine-password,G-Flash,practice,5,0.0
state-machine-password,G-Flash,transfer,1,1.0
state-machine-password,G-Flash,transfer,2,1.0
state-machine-password,G-Flash,transfer,3,1.0
state-machine-password,G-Flash,transfer,4,0.0
state-machine-password,G-Lite,practice,1,0.55
state-machine-password,G-Lite,practice,2,0.7
state-machine-password,G-Lite,practice,3,0.0
state-machine-password,G-Lite,practice,4,1.0
state-machine-password,G-Lite,practice,5,0.0
state-machine-password,G-Lite,transfer,1,1.0
state-machine-password,G-Lite,transfer,2,1.0
state-machine-password,G-Lite,transfer,3,1.0
state-machine-password,G-Lite,transfer,4,0.0
state-machine-password,G-Pro,practice,1,0.0
state-machine-password,G-Pro,practice,2,1.0
state-machine-password,G-Pro,practice,3,0.85
state-machine-password,G-Pro,practice,4,1.0
state-machine-password,G-Pro,practice,5,0.0
state-machine-password,G-Pro,transfer,1,1.0
state-machine-password,G-Pro,transfer,2,1.0
state-machine-password,G-Pro,transfer,3,1.0
state-machine-password,G-Pro,transfer,4,0.0
state-machine-password,Gemma,practice,1,0.0
state-machine-password,Gemma,practice,2,0.4
state-machine-password,Gemma,practice,3,0.0
state-machine-password,Gemma,practice,4,1.0
state-machine-password,Gemma,practice,5,0.0
state-machine-password,Gemma,transfer,1,1.0
state-machine-password,Gemma,transfer,2,1.0
state-machine-password,Gemma,transfer,3,1.0
state-machine-password,Gemma,transfer,4,0.0
state-machine-password,Qwen-I,practice,1,0.0
state-machine-password,Qwen-I,practice,2,0.0
state-machine-password,Qwen-I,practice,3,0.0
state-machine-password,Qwen-I,practice,4,1.0
state-machine-password,Qwen-I,practice,5,0.4
state-machine-password,Qwen-I,transfer,1,1.0
state-machine-password,Qwen-I,transfer,2,0.0
state-machine-password,Qwen-I,transfer,3,1.0
state-machine-password,Qwen-I,transfer,4,0.0
state-machine-password,Qwen-T,practice,1,0.25
state-machine-password,Qwen-T,practice,2,0.55
state-machine-password,Qwen-T,practice,3,0.4
state-machine-password,Qwen-T,practice,4,1.0
state-machine-password,Qwen-T,practice,5,0.4
state-machine-password,Qwen-T,transfer,1,1.0
state-machine-password,Qwen-T,transfer,2,1.0
state-machine-password,Qwen-T,transfer,3,1.0
state-machine-password,Qwen-T,transfer,4,0.0
voting-protocol,Claude Haiku,practice,1,0.325
voting-protocol,Claude Haiku,practice,2,0.4375
voting-protocol,Claude Haiku,practice,3,0.4375
voting-protocol,Claude Haiku,practice,4,0.6625
voting-protocol,Claude Haiku,practice,5,0.775
voting-protocol,Claude Haiku,transfer,1,1.0
voting-protocol,Claude Haiku,transfer,2,1.0
voting-protocol,Claude Haiku,transfer,3,1.0
voting-protocol,Claude Haiku,transfer,4,1.0
voting-protocol,Claude Opus,practice,1,0.1
voting-protocol,Claude Opus,practice,2,0.0
voting-protocol,Claude Opus,practice,3,0.1
voting-protocol,Claude Opus,practice,4,0.1
voting-protocol,Claude Opus,practice,5,0.1
voting-protocol,Claude Opus,transfer,1,1.0
voting-protocol,Claude Opus,transfer,2,1.0
voting-protocol,Claude Opus,transfer,3,1.0
voting-protocol,Claude Opus,transfer,4,1.0
voting-protocol,Claude Sonnet,practice,1,0.1
voting-protocol,Claude Sonnet,practice,2,0.0
voting-protocol,Claude Sonnet,practice,3,0.1
voting-protocol,Claude Sonnet,practice,4,0.0
voting-protocol,Claude Sonnet,practice,5,0.1
voting-protocol,Claude Sonnet,transfer,1,1.0
voting-protocol,Claude Sonnet,transfer,2,1.0
voting-protocol,Claude Sonnet,transfer,3,0.0
voting-protocol,Claude Sonnet,transfer,4,0.0
voting-protocol,DeepSeek,practice,1,0.2125
voting-protocol,DeepSeek,practice,2,0.0
voting-protocol,DeepSeek,practice,3,0.1
voting-protocol,DeepSeek,practice,4,0.325
voting-protocol,DeepSeek,practice,5,0.4375
voting-protocol,DeepSeek,transfer,1,1.0
voting-protocol,DeepSeek,transfer,2,1.0
voting-protocol,DeepSeek,transfer,3,1.0
voting-protocol,DeepSeek,transfer,4,1.0
voting-protocol,GLM-5,practice,1,0.775
voting-protocol,GLM-5,practice,2,1.0
