category,category_full,task_name,model,score,tier,provider
concept,Concept Formation,semantic_override_concept_learning,Claude Opus 4.6,0.75,frontier,Anthropic
concept,Concept Formation,positional_mapping_concept_learning,Claude Opus 4.6,0.4,frontier,Anthropic
concept,Concept Formation,relational_pairs_concept_learning,Claude Opus 4.6,0.4,frontier,Anthropic
concept,Concept Formation,state_machine_concept_learning,Claude Opus 4.6,0.4,frontier,Anthropic
concept,Concept Formation,triple_parity_concept_learning,Claude Opus 4.6,0.2,frontier,Anthropic
concept,Concept Formation,vowel_rotation_concept_learning,Claude Opus 4.6,0.0,frontier,Anthropic
concept,Concept Formation,violation_counter_concept_learning,Claude Opus 4.6,0.2,frontier,Anthropic
concept,Concept Formation,interleave_reverse_concept_learning,Claude Opus 4.6,0.0,frontier,Anthropic
concept,Concept Formation,grid_transform_concept_learning,Claude Opus 4.6,0.0,frontier,Anthropic
concept,Concept Formation,disjunctive_noise_concept_learning,Claude Haiku 4.5,0.4,small,Anthropic
concept,Concept Formation,digit_cipher_concept_learning,Claude Haiku 4.5,0.0,small,Anthropic
concept,Concept Formation,dual_recurrence_concept_learning,Claude Haiku 4.5,0.3,small,Anthropic
concept,Concept Formation,encoded_triple_concept_learning,Claude Haiku 4.5,0.2,small,Anthropic
concept,Concept Formation,nested_logic_concept_learning,Claude Haiku 4.5,0.2,small,Anthropic
concept,Concept Formation,positional_encode_concept_learning,Claude Haiku 4.5,0.2,small,Anthropic
concept,Concept Formation,layered_transform_concept_learning,Claude Haiku 4.5,0.0,small,Anthropic
concept,Concept Formation,consonant_clusters_concept_learning,Claude Haiku 4.5,0.0,small,Anthropic
concept,Concept Formation,modular_subsequence_concept_learning,Claude Haiku 4.5,0.1,small,Anthropic
concept,Concept Formation,semantic_override_concept_learning,Claude Haiku 4.5,0.75,small,Anthropic
concept,Concept Formation,positional_mapping_concept_learning,Claude Haiku 4.5,0.4,small,Anthropic
concept,Concept Formation,relational_pairs_concept_learning,Claude Haiku 4.5,0.42,small,Anthropic
concept,Concept Formation,state_machine_concept_learning,Claude Haiku 4.5,0.3,small,Anthropic
concept,Concept Formation,triple_parity_concept_learning,Claude Haiku 4.5,0.2,small,Anthropic
concept,Concept Formation,vowel_rotation_concept_learning,Claude Haiku 4.5,0.0,small,Anthropic
concept,Concept Formation,violation_counter_concept_learning,Claude Haiku 4.5,0.0,small,Anthropic
concept,Concept Formation,interleave_reverse_concept_learning,Claude Haiku 4.5,0.0,small,Anthropic
concept,Concept Formation,grid_transform_concept_learning,Claude Haiku 4.5,0.0,small,Anthropic
concept,Concept Formation,disjunctive_noise_concept_learning,DeepSeek V3.2,0.0,mid,Open-source
concept,Concept Formation,digit_cipher_concept_learning,DeepSeek V3.2,0.4,mid,Open-source
concept,Concept Formation,dual_recurrence_concept_learning,DeepSeek V3.2,0.2,mid,Open-source
concept,Concept Formation,encoded_triple_concept_learning,DeepSeek V3.2,0.0,mid,Open-source
concept,Concept Formation,nested_logic_concept_learning,DeepSeek V3.2,0.48,mid,Open-source
concept,Concept Formation,positional_encode_concept_learning,DeepSeek V3.2,0.1,mid,Open-source
concept,Concept Formation,layered_transform_concept_learning,DeepSeek V3.2,0.0,mid,Open-source
concept,Concept Formation,consonant_clusters_concept_learning,DeepSeek V3.2,0.2071428571428571,mid,Open-source
concept,Concept Formation,modular_subsequence_concept_learning,DeepSeek V3.2,0.14,mid,Open-source
concept,Concept Formation,semantic_override_concept_learning,DeepSeek V3.2,0.3,mid,Open-source
concept,Concept Formation,positional_mapping_concept_learning,DeepSeek V3.2,0.0,mid,Open-source
concept,Concept Formation,relational_pairs_concept_learning,DeepSeek V3.2,0.51,mid,Open-source
concept,Concept Formation,state_machine_concept_learning,DeepSeek V3.2,0.3,mid,Open-source
concept,Concept Formation,triple_parity_concept_learning,DeepSeek V3.2,0.45,mid,Open-source
concept,Concept Formation,vowel_rotation_concept_learning,DeepSeek V3.2,0.0,mid,Open-source
concept,Concept Formation,violation_counter_concept_learning,DeepSeek V3.2,0.0,mid,Open-source
concept,Concept Formation,interleave_reverse_concept_learning,DeepSeek V3.2,0.0,mid,Open-source
concept,Concept Formation,grid_transform_concept_learning,DeepSeek V3.2,0.4,mid,Open-source
concept,Concept Formation,disjunctive_noise_concept_learning,Qwen 3 Next 80B Instruct,0.32,small,Open-source
concept,Concept Formation,digit_cipher_concept_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
concept,Concept Formation,dual_recurrence_concept_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
concept,Concept Formation,encoded_triple_concept_learning,Qwen 3 Next 80B Instruct,0.35625,small,Open-source
concept,Concept Formation,nested_logic_concept_learning,Qwen 3 Next 80B Instruct,0.64,small,Open-source
concept,Concept Formation,positional_encode_concept_learning,Qwen 3 Next 80B Instruct,0.19,small,Open-source
concept,Concept Formation,layered_transform_concept_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
concept,Concept Formation,consonant_clusters_concept_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
concept,Concept Formation,modular_subsequence_concept_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
concept,Concept Formation,semantic_override_concept_learning,Qwen 3 Next 80B Instruct,0.3375,small,Open-source
concept,Concept Formation,positional_mapping_concept_learning,Qwen 3 Next 80B Instruct,0.4545454545454546,small,Open-source
concept,Concept Formation,relational_pairs_concept_learning,Qwen 3 Next 80B Instruct,0.45,small,Open-source
concept,Concept Formation,state_machine_concept_learning,Qwen 3 Next 80B Instruct,0.3,small,Open-source
concept,Concept Formation,triple_parity_concept_learning,Qwen 3 Next 80B Instruct,0.3,small,Open-source
concept,Concept Formation,vowel_rotation_concept_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
concept,Concept Formation,violation_counter_concept_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
concept,Concept Formation,interleave_reverse_concept_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
concept,Concept Formation,grid_transform_concept_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
concept,Concept Formation,disjunctive_noise_concept_learning,GPT-5.4 nano,0.1,small,OpenAI
concept,Concept Formation,digit_cipher_concept_learning,GPT-5.4 nano,0.0,small,OpenAI
concept,Concept Formation,dual_recurrence_concept_learning,GPT-5.4 nano,0.22,small,OpenAI
concept,Concept Formation,encoded_triple_concept_learning,GPT-5.4 nano,0.175,small,OpenAI
concept,Concept Formation,nested_logic_concept_learning,GPT-5.4 nano,0.35,small,OpenAI
concept,Concept Formation,positional_encode_concept_learning,GPT-5.4 nano,0.13,small,OpenAI
concept,Concept Formation,layered_transform_concept_learning,GPT-5.4 nano,0.0,small,OpenAI
concept,Concept Formation,consonant_clusters_concept_learning,GPT-5.4 nano,0.0,small,OpenAI
concept,Concept Formation,modular_subsequence_concept_learning,GPT-5.4 nano,0.1699999999999999,small,OpenAI
concept,Concept Formation,semantic_override_concept_learning,GPT-5.4 nano,0.3375,small,OpenAI
concept,Concept Formation,positional_mapping_concept_learning,GPT-5.4 nano,0.2272727272727273,small,OpenAI
concept,Concept Formation,relational_pairs_concept_learning,GPT-5.4 nano,0.45,small,OpenAI
concept,Concept Formation,state_machine_concept_learning,GPT-5.4 nano,0.3409090909090909,small,OpenAI
concept,Concept Formation,triple_parity_concept_learning,GPT-5.4 nano,0.0,small,OpenAI
concept,Concept Formation,vowel_rotation_concept_learning,GPT-5.4 nano,0.0,small,OpenAI
concept,Concept Formation,violation_counter_concept_learning,GPT-5.4 nano,0.175,small,OpenAI
concept,Concept Formation,interleave_reverse_concept_learning,GPT-5.4 nano,0.0,small,OpenAI
concept,Concept Formation,grid_transform_concept_learning,GPT-5.4 nano,0.0,small,OpenAI
language,Language Learning,drelkovak_harmony_lang_learning,Gemini 3.1 Pro Preview,0.75,frontier,Google
language,Language Learning,dimval_metathesis_lang_learning,Gemini 3.1 Pro Preview,1.0,frontier,Google
language,Language Learning,drafnelt_switch_reference_lang_learning,Gemini 3.1 Pro Preview,1.0,frontier,Google
language,Language Learning,dralven_tone_sandhi_lang_learning,Gemini 3.1 Pro Preview,0.3321428571428571,frontier,Google
language,Language Learning,drelvak_reduplication_lang_learning,Gemini 3.1 Pro Preview,0.6142857142857143,frontier,Google
language,Language Learning,kophar_quantity_lang_learning,Gemini 3.1 Pro Preview,0.5892857142857143,frontier,Google
language,Language Learning,grelkan_suppletion_lang_learning,Gemini 3.1 Pro Preview,0.48,frontier,Google
language,Language Learning,mixed_radix_number_lang_learning,Gemini 3.1 Pro Preview,0.8909090909090909,frontier,Google
language,Language Learning,kelstran_tone_lang_learning,Gemini 3.1 Pro Preview,0.8400000000000001,frontier,Google
language,Language Learning,pelvan_agreement_lang_learning,Gemini 3.1 Pro Preview,0.4227272727272727,frontier,Google
language,Language Learning,prentova_allomorphy_wugtest_lang_learning,Gemini 3.1 Pro Preview,0.7428571428571429,frontier,Google
language,Language Learning,skelth_allomorph_lang_learning,Gemini 3.1 Pro Preview,1.0,frontier,Google
language,Language Learning,gwelthar_mirative_evidential_tone_lang_learning,Gemini 3.1 Pro Preview,0.9076923076923076,frontier,Google
language,Language Learning,skolvren_polysynthetic_lang_learning,Gemini 3.1 Pro Preview,0.4875,frontier,Google
language,Language Learning,norkvash_scalar_lang_learning,Gemini 3.1 Pro Preview,0.5800000000000001,frontier,Google
language,Language Learning,sklonveth_root_pattern_lang_learning,Gemini 3.1 Pro Preview,0.4,frontier,Google
language,Language Learning,skovar_deletion_lang_learning,Gemini 3.1 Pro Preview,1.0,frontier,Google
language,Language Learning,strelkov_ergative_lang_learning,Gemini 3.1 Pro Preview,1.0,frontier,Google
language,Language Learning,telvari_evidentiality_lang_learning,Gemini 3.1 Pro Preview,1.0,frontier,Google
language,Language Learning,vrendel_templatic_lang_learning,Gemini 3.1 Pro Preview,1.0,frontier,Google
language,Language Learning,strevoklan_neg_lang_learning,Gemini 3.1 Pro Preview,0.75,frontier,Google
language,Language Learning,wukal_tones_lang_learning,Gemini 3.1 Pro Preview,0.5,frontier,Google
language,Language Learning,vrelthan_rule_interaction_lang_learning,Gemini 3.1 Pro Preview,0.75,frontier,Google
language,Language Learning,threlkav_scope_ergativity_lang_learning,Gemini 3.1 Pro Preview,1.0,frontier,Google
language,Language Learning,trenval_bleeding_lang_learning,Gemini 3.1 Pro Preview,0.8615384615384615,frontier,Google
language,Language Learning,trevkovan_gradation_lang_learning,Gemini 3.1 Pro Preview,0.75,frontier,Google
language,Language Learning,drelkovak_harmony_lang_learning,GLM-5,0.72,frontier,Open-source
language,Language Learning,dimval_metathesis_lang_learning,GLM-5,0.676923076923077,frontier,Open-source
language,Language Learning,drafnelt_switch_reference_lang_learning,GLM-5,1.0,frontier,Open-source
language,Language Learning,dralven_tone_sandhi_lang_learning,GLM-5,0.35,frontier,Open-source
language,Language Learning,drelvak_reduplication_lang_learning,GLM-5,0.5892857142857143,frontier,Open-source
language,Language Learning,kophar_quantity_lang_learning,GLM-5,0.6535714285714286,frontier,Open-source
language,Language Learning,grelkan_suppletion_lang_learning,GLM-5,0.64,frontier,Open-source
language,Language Learning,mixed_radix_number_lang_learning,GLM-5,0.0,frontier,Open-source
language,Language Learning,kelstran_tone_lang_learning,GLM-5,0.92,frontier,Open-source
language,Language Learning,pelvan_agreement_lang_learning,GLM-5,0.6272727272727273,frontier,Open-source
language,Language Learning,prentova_allomorphy_wugtest_lang_learning,GLM-5,0.6142857142857143,frontier,Open-source
language,Language Learning,skelth_allomorph_lang_learning,GLM-5,0.6535714285714286,frontier,Open-source
language,Language Learning,gwelthar_mirative_evidential_tone_lang_learning,GLM-5,0.6807692307692308,frontier,Open-source
language,Language Learning,skolvren_polysynthetic_lang_learning,GLM-5,0.0,frontier,Open-source
language,Language Learning,norkvash_scalar_lang_learning,GLM-5,0.8200000000000001,frontier,Open-source
language,Language Learning,sklonveth_root_pattern_lang_learning,GLM-5,0.6214285714285714,frontier,Open-source
language,Language Learning,skovar_deletion_lang_learning,GLM-5,0.95,frontier,Open-source
language,Language Learning,strelkov_ergative_lang_learning,GLM-5,1.0,frontier,Open-source
language,Language Learning,telvari_evidentiality_lang_learning,GLM-5,0.9454545454545454,frontier,Open-source
language,Language Learning,vrendel_templatic_lang_learning,GLM-5,0.9454545454545454,frontier,Open-source
language,Language Learning,strevoklan_neg_lang_learning,GLM-5,0.75,frontier,Open-source
language,Language Learning,wukal_tones_lang_learning,GLM-5,0.8363636363636364,frontier,Open-source
language,Language Learning,vrelthan_rule_interaction_lang_learning,GLM-5,0.25,frontier,Open-source
language,Language Learning,threlkav_scope_ergativity_lang_learning,GLM-5,1.0,frontier,Open-source
language,Language Learning,trenval_bleeding_lang_learning,GLM-5,0.9076923076923076,frontier,Open-source
language,Language Learning,trevkovan_gradation_lang_learning,GLM-5,0.8714285714285714,frontier,Open-source
language,Language Learning,drelkovak_harmony_lang_learning,Qwen 3 Next 80B Thinking,0.75,mid,Open-source
language,Language Learning,dimval_metathesis_lang_learning,Qwen 3 Next 80B Thinking,0.8153846153846154,mid,Open-source
language,Language Learning,drafnelt_switch_reference_lang_learning,Qwen 3 Next 80B Thinking,1.0,mid,Open-source
language,Language Learning,dralven_tone_sandhi_lang_learning,Qwen 3 Next 80B Thinking,0.2071428571428571,mid,Open-source
language,Language Learning,drelvak_reduplication_lang_learning,Qwen 3 Next 80B Thinking,0.4357142857142857,mid,Open-source
language,Language Learning,kophar_quantity_lang_learning,Qwen 3 Next 80B Thinking,0.75,mid,Open-source
language,Language Learning,grelkan_suppletion_lang_learning,Qwen 3 Next 80B Thinking,0.0,mid,Open-source
language,Language Learning,mixed_radix_number_lang_learning,Qwen 3 Next 80B Thinking,0.0,mid,Open-source
language,Language Learning,kelstran_tone_lang_learning,Qwen 3 Next 80B Thinking,0.6300000000000001,mid,Open-source
language,Language Learning,pelvan_agreement_lang_learning,Qwen 3 Next 80B Thinking,0.2090909090909091,mid,Open-source
language,Language Learning,prentova_allomorphy_wugtest_lang_learning,Qwen 3 Next 80B Thinking,1.0,mid,Open-source
language,Language Learning,skelth_allomorph_lang_learning,Qwen 3 Next 80B Thinking,0.9571428571428572,mid,Open-source
language,Language Learning,gwelthar_mirative_evidential_tone_lang_learning,Qwen 3 Next 80B Thinking,0.5,mid,Open-source
language,Language Learning,skolvren_polysynthetic_lang_learning,Qwen 3 Next 80B Thinking,0.0,mid,Open-source
language,Language Learning,norkvash_scalar_lang_learning,Qwen 3 Next 80B Thinking,0.5,mid,Open-source
language,Language Learning,sklonveth_root_pattern_lang_learning,Qwen 3 Next 80B Thinking,0.5892857142857143,mid,Open-source
language,Language Learning,skovar_deletion_lang_learning,Qwen 3 Next 80B Thinking,0.85,mid,Open-source
language,Language Learning,strelkov_ergative_lang_learning,Qwen 3 Next 80B Thinking,1.0,mid,Open-source
language,Language Learning,telvari_evidentiality_lang_learning,Qwen 3 Next 80B Thinking,0.8909090909090909,mid,Open-source
language,Language Learning,vrendel_templatic_lang_learning,Qwen 3 Next 80B Thinking,1.0,mid,Open-source
language,Language Learning,strevoklan_neg_lang_learning,Qwen 3 Next 80B Thinking,0.25,mid,Open-source
language,Language Learning,wukal_tones_lang_learning,Qwen 3 Next 80B Thinking,0.8363636363636364,mid,Open-source
language,Language Learning,vrelthan_rule_interaction_lang_learning,Qwen 3 Next 80B Thinking,0.25,mid,Open-source
language,Language Learning,threlkav_scope_ergativity_lang_learning,Qwen 3 Next 80B Thinking,1.0,mid,Open-source
language,Language Learning,trenval_bleeding_lang_learning,Qwen 3 Next 80B Thinking,0.7692307692307693,mid,Open-source
language,Language Learning,trevkovan_gradation_lang_learning,Qwen 3 Next 80B Thinking,1.0,mid,Open-source
language,Language Learning,drelkovak_harmony_lang_learning,GPT-5.4,0.75,frontier,OpenAI
language,Language Learning,dimval_metathesis_lang_learning,GPT-5.4,0.25,frontier,OpenAI
language,Language Learning,drafnelt_switch_reference_lang_learning,GPT-5.4,1.0,frontier,OpenAI
language,Language Learning,dralven_tone_sandhi_lang_learning,GPT-5.4,0.3285714285714286,frontier,OpenAI
language,Language Learning,drelvak_reduplication_lang_learning,GPT-5.4,0.25,frontier,OpenAI
language,Language Learning,kophar_quantity_lang_learning,GPT-5.4,0.75,frontier,OpenAI
language,Language Learning,grelkan_suppletion_lang_learning,GPT-5.4,0.3,frontier,OpenAI
language,Language Learning,mixed_radix_number_lang_learning,GPT-5.4,0.4,frontier,OpenAI
language,Language Learning,kelstran_tone_lang_learning,GPT-5.4,0.72,frontier,OpenAI
language,Language Learning,pelvan_agreement_lang_learning,GPT-5.4,0.3090909090909091,frontier,OpenAI
language,Language Learning,prentova_allomorphy_wugtest_lang_learning,GPT-5.4,0.4428571428571428,frontier,OpenAI
language,Language Learning,skelth_allomorph_lang_learning,GPT-5.4,1.0,frontier,OpenAI
language,Language Learning,gwelthar_mirative_evidential_tone_lang_learning,GPT-5.4,0.4307692307692307,frontier,OpenAI
language,Language Learning,skolvren_polysynthetic_lang_learning,GPT-5.4,0.0,frontier,OpenAI
language,Language Learning,norkvash_scalar_lang_learning,GPT-5.4,0.8200000000000001,frontier,OpenAI
language,Language Learning,sklonveth_root_pattern_lang_learning,GPT-5.4,0.3642857142857143,frontier,OpenAI
language,Language Learning,skovar_deletion_lang_learning,GPT-5.4,0.75,frontier,OpenAI
language,Language Learning,strelkov_ergative_lang_learning,GPT-5.4,1.0,frontier,OpenAI
language,Language Learning,telvari_evidentiality_lang_learning,GPT-5.4,1.0,frontier,OpenAI
language,Language Learning,vrendel_templatic_lang_learning,GPT-5.4,1.0,frontier,OpenAI
language,Language Learning,strevoklan_neg_lang_learning,GPT-5.4,0.0,frontier,OpenAI
language,Language Learning,wukal_tones_lang_learning,GPT-5.4,0.5,frontier,OpenAI
language,Language Learning,vrelthan_rule_interaction_lang_learning,GPT-5.4,0.4125,frontier,OpenAI
language,Language Learning,threlkav_scope_ergativity_lang_learning,GPT-5.4,1.0,frontier,OpenAI
language,Language Learning,trenval_bleeding_lang_learning,GPT-5.4,0.8153846153846154,frontier,OpenAI
language,Language Learning,trevkovan_gradation_lang_learning,GPT-5.4,1.0,frontier,OpenAI
language,Language Learning,drelkovak_harmony_lang_learning,Claude Opus 4.6,1.0,frontier,Anthropic
language,Language Learning,dimval_metathesis_lang_learning,Claude Opus 4.6,0.2,frontier,Anthropic
language,Language Learning,drafnelt_switch_reference_lang_learning,Claude Opus 4.6,1.0,frontier,Anthropic
language,Language Learning,dralven_tone_sandhi_lang_learning,Claude Opus 4.6,0.4,frontier,Anthropic
language,Language Learning,drelvak_reduplication_lang_learning,Claude Opus 4.6,0.4,frontier,Anthropic
language,Language Learning,kophar_quantity_lang_learning,Claude Opus 4.6,0.75,frontier,Anthropic
language,Language Learning,grelkan_suppletion_lang_learning,Claude Opus 4.6,0.4,frontier,Anthropic
language,Language Learning,mixed_radix_number_lang_learning,Claude Opus 4.6,0.4,frontier,Anthropic
language,Language Learning,kelstran_tone_lang_learning,Claude Opus 4.6,0.4,frontier,Anthropic
language,Language Learning,pelvan_agreement_lang_learning,Claude Opus 4.6,0.1,frontier,Anthropic
language,Language Learning,prentova_allomorphy_wugtest_lang_learning,Claude Opus 4.6,0.4,frontier,Anthropic
language,Language Learning,skelth_allomorph_lang_learning,Claude Opus 4.6,1.0,frontier,Anthropic
language,Language Learning,gwelthar_mirative_evidential_tone_lang_learning,Claude Opus 4.6,0.3,frontier,Anthropic
language,Language Learning,skolvren_polysynthetic_lang_learning,Claude Opus 4.6,0.1,frontier,Anthropic
language,Language Learning,norkvash_scalar_lang_learning,Claude Opus 4.6,0.5800000000000001,frontier,Anthropic
language,Language Learning,sklonveth_root_pattern_lang_learning,Claude Opus 4.6,0.4,frontier,Anthropic
language,Language Learning,skovar_deletion_lang_learning,Claude Opus 4.6,0.1,frontier,Anthropic
language,Language Learning,strelkov_ergative_lang_learning,Claude Opus 4.6,1.0,frontier,Anthropic
language,Language Learning,telvari_evidentiality_lang_learning,Claude Opus 4.6,0.8909090909090909,frontier,Anthropic
language,Language Learning,vrendel_templatic_lang_learning,Claude Opus 4.6,0.4,frontier,Anthropic
language,Language Learning,strevoklan_neg_lang_learning,Claude Opus 4.6,0.64,frontier,Anthropic
language,Language Learning,wukal_tones_lang_learning,Claude Opus 4.6,0.2,frontier,Anthropic
language,Language Learning,vrelthan_rule_interaction_lang_learning,Claude Opus 4.6,0.4,frontier,Anthropic
language,Language Learning,threlkav_scope_ergativity_lang_learning,Claude Opus 4.6,1.0,frontier,Anthropic
language,Language Learning,trenval_bleeding_lang_learning,Claude Opus 4.6,0.3,frontier,Anthropic
language,Language Learning,trevkovan_gradation_lang_learning,Claude Opus 4.6,0.5,frontier,Anthropic
language,Language Learning,drelkovak_harmony_lang_learning,Gemini 3.1 Flash-Lite Preview,0.25,mid,Google
language,Language Learning,dimval_metathesis_lang_learning,Gemini 3.1 Flash-Lite Preview,0.4538461538461538,mid,Google
language,Language Learning,drafnelt_switch_reference_lang_learning,Gemini 3.1 Flash-Lite Preview,1.0,mid,Google
language,Language Learning,dralven_tone_sandhi_lang_learning,Gemini 3.1 Flash-Lite Preview,0.4142857142857142,mid,Google
language,Language Learning,drelvak_reduplication_lang_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
language,Language Learning,kophar_quantity_lang_learning,Gemini 3.1 Flash-Lite Preview,0.75,mid,Google
language,Language Learning,grelkan_suppletion_lang_learning,Gemini 3.1 Flash-Lite Preview,0.24,mid,Google
language,Language Learning,mixed_radix_number_lang_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
language,Language Learning,kelstran_tone_lang_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
language,Language Learning,pelvan_agreement_lang_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
language,Language Learning,prentova_allomorphy_wugtest_lang_learning,Gemini 3.1 Flash-Lite Preview,0.6535714285714286,mid,Google
language,Language Learning,skelth_allomorph_lang_learning,Gemini 3.1 Flash-Lite Preview,0.75,mid,Google
language,Language Learning,gwelthar_mirative_evidential_tone_lang_learning,Gemini 3.1 Flash-Lite Preview,0.25,mid,Google
language,Language Learning,skolvren_polysynthetic_lang_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
language,Language Learning,norkvash_scalar_lang_learning,Gemini 3.1 Flash-Lite Preview,0.25,mid,Google
language,Language Learning,sklonveth_root_pattern_lang_learning,Gemini 3.1 Flash-Lite Preview,0.4571428571428572,mid,Google
language,Language Learning,skovar_deletion_lang_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
language,Language Learning,strelkov_ergative_lang_learning,Gemini 3.1 Flash-Lite Preview,1.0,mid,Google
language,Language Learning,telvari_evidentiality_lang_learning,Gemini 3.1 Flash-Lite Preview,1.0,mid,Google
language,Language Learning,vrendel_templatic_lang_learning,Gemini 3.1 Flash-Lite Preview,0.75,mid,Google
language,Language Learning,strevoklan_neg_lang_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
language,Language Learning,wukal_tones_lang_learning,Gemini 3.1 Flash-Lite Preview,0.4727272727272727,mid,Google
language,Language Learning,vrelthan_rule_interaction_lang_learning,Gemini 3.1 Flash-Lite Preview,0.425,mid,Google
language,Language Learning,threlkav_scope_ergativity_lang_learning,Gemini 3.1 Flash-Lite Preview,1.0,mid,Google
language,Language Learning,trenval_bleeding_lang_learning,Gemini 3.1 Flash-Lite Preview,0.6807692307692308,mid,Google
language,Language Learning,trevkovan_gradation_lang_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
language,Language Learning,drelkovak_harmony_lang_learning,DeepSeek V3.2,0.66,mid,Open-source
language,Language Learning,dimval_metathesis_lang_learning,DeepSeek V3.2,0.2923076923076923,mid,Open-source
language,Language Learning,drafnelt_switch_reference_lang_learning,DeepSeek V3.2,1.0,mid,Open-source
language,Language Learning,dralven_tone_sandhi_lang_learning,DeepSeek V3.2,0.3285714285714286,mid,Open-source
language,Language Learning,drelvak_reduplication_lang_learning,DeepSeek V3.2,0.4607142857142857,mid,Open-source
language,Language Learning,kophar_quantity_lang_learning,DeepSeek V3.2,0.75,mid,Open-source
language,Language Learning,grelkan_suppletion_lang_learning,DeepSeek V3.2,0.6000000000000001,mid,Open-source
language,Language Learning,mixed_radix_number_lang_learning,DeepSeek V3.2,0.1136363636363636,mid,Open-source
language,Language Learning,kelstran_tone_lang_learning,DeepSeek V3.2,0.48,mid,Open-source
language,Language Learning,pelvan_agreement_lang_learning,DeepSeek V3.2,0.2090909090909091,mid,Open-source
language,Language Learning,prentova_allomorphy_wugtest_lang_learning,DeepSeek V3.2,0.3,mid,Open-source
language,Language Learning,skelth_allomorph_lang_learning,DeepSeek V3.2,0.5892857142857143,mid,Open-source
language,Language Learning,gwelthar_mirative_evidential_tone_lang_learning,DeepSeek V3.2,0.5384615384615384,mid,Open-source
language,Language Learning,skolvren_polysynthetic_lang_learning,DeepSeek V3.2,0.0,mid,Open-source
language,Language Learning,norkvash_scalar_lang_learning,DeepSeek V3.2,0.52,mid,Open-source
language,Language Learning,sklonveth_root_pattern_lang_learning,DeepSeek V3.2,0.3714285714285714,mid,Open-source
language,Language Learning,skovar_deletion_lang_learning,DeepSeek V3.2,0.6375,mid,Open-source
language,Language Learning,strelkov_ergative_lang_learning,DeepSeek V3.2,0.75,mid,Open-source
language,Language Learning,telvari_evidentiality_lang_learning,DeepSeek V3.2,0.8909090909090909,mid,Open-source
language,Language Learning,vrendel_templatic_lang_learning,DeepSeek V3.2,0.0,mid,Open-source
language,Language Learning,strevoklan_neg_lang_learning,DeepSeek V3.2,0.145,mid,Open-source
language,Language Learning,wukal_tones_lang_learning,DeepSeek V3.2,0.4454545454545454,mid,Open-source
language,Language Learning,vrelthan_rule_interaction_lang_learning,DeepSeek V3.2,0.45,mid,Open-source
language,Language Learning,threlkav_scope_ergativity_lang_learning,DeepSeek V3.2,0.8909090909090909,mid,Open-source
language,Language Learning,trenval_bleeding_lang_learning,DeepSeek V3.2,0.4923076923076923,mid,Open-source
language,Language Learning,trevkovan_gradation_lang_learning,DeepSeek V3.2,0.3714285714285714,mid,Open-source
language,Language Learning,drelkovak_harmony_lang_learning,Gemini 2.5 Flash,0.75,mid,Google
language,Language Learning,dimval_metathesis_lang_learning,Gemini 2.5 Flash,0.4,mid,Google
language,Language Learning,drafnelt_switch_reference_lang_learning,Gemini 2.5 Flash,0.95,mid,Google
language,Language Learning,dralven_tone_sandhi_lang_learning,Gemini 2.5 Flash,0.3,mid,Google
language,Language Learning,drelvak_reduplication_lang_learning,Gemini 2.5 Flash,0.7,mid,Google
language,Language Learning,kophar_quantity_lang_learning,Gemini 2.5 Flash,0.4,mid,Google
language,Language Learning,grelkan_suppletion_lang_learning,Gemini 2.5 Flash,0.3,mid,Google
language,Language Learning,mixed_radix_number_lang_learning,Gemini 2.5 Flash,0.5,mid,Google
language,Language Learning,kelstran_tone_lang_learning,Gemini 2.5 Flash,0.48,mid,Google
language,Language Learning,pelvan_agreement_lang_learning,Gemini 2.5 Flash,0.2,mid,Google
language,Language Learning,prentova_allomorphy_wugtest_lang_learning,Gemini 2.5 Flash,0.6142857142857143,mid,Google
language,Language Learning,skelth_allomorph_lang_learning,Gemini 2.5 Flash,0.0,mid,Google
language,Language Learning,gwelthar_mirative_evidential_tone_lang_learning,Gemini 2.5 Flash,0.25,mid,Google
language,Language Learning,skolvren_polysynthetic_lang_learning,Gemini 2.5 Flash,0.0,mid,Google
language,Language Learning,norkvash_scalar_lang_learning,Gemini 2.5 Flash,0.4,mid,Google
language,Language Learning,sklonveth_root_pattern_lang_learning,Gemini 2.5 Flash,0.4428571428571428,mid,Google
language,Language Learning,skovar_deletion_lang_learning,Gemini 2.5 Flash,0.375,mid,Google
