category,task_name,mean,std,min,max,median,n_models,n_zero,n_perfect,pct_zero,pct_perfect,entropy,bimodality_coeff,item_discrimination,kw_stat,kw_p,tier_discriminates,mean_small,mean_mid,mean_frontier,flags,n_flags
concept,state_machine_concept_learning,0.46558441558441555,0.2119908602045255,0.2090909090909091,1.0,0.4,14,0,1,0.0,0.07142857142857142,2.35274578087187,0.5246278462281461,0.765137367732333,1.9678115615615641,0.37384807495987393,False,0.3352272727272727,0.5068181818181818,0.5340909090909092,no_tier_diff,1
concept,encoded_triple_concept_learning,0.5357142857142857,0.3307056559349219,0.0,1.0,0.45,14,1,3,0.07142857142857142,0.21428571428571427,2.8073549220576037,0.4060370142371197,0.9105458723169142,4.985740740740743,0.0826723254858385,False,0.2453125,0.6270833333333333,0.6890625,no_tier_diff,1
concept,nested_logic_concept_learning,0.5653571428571429,0.20937376256107065,0.2,1.0,0.5225,14,0,1,0.0,0.07142857142857142,2.610577243331642,0.29478507384247865,0.5496975047542361,3.7651851851851896,0.152195014156076,False,0.42874999999999996,0.5383333333333333,0.7425,no_tier_diff,1
concept,positional_mapping_concept_learning,0.576948051948052,0.34505472542071663,0.0,1.0,0.4636363636363636,14,1,4,0.07142857142857142,0.2857142857142857,2.067031495157584,0.4194730582263367,0.7997214923119694,3.696509009009006,0.15751186275010468,False,0.3204545454545455,0.6113636363636363,0.7818181818181819,no_tier_diff,1
concept,relational_pairs_concept_learning,0.5778571428571428,0.11601592079344548,0.4,0.75,0.5800000000000001,14,0,0,0.0,0.0,1.9852281360342514,0.38627475684423557,0.5563183172220186,5.5346296296296265,0.06283048993469778,False,0.4700000000000001,0.6583333333333333,0.5650000000000001,no_tier_diff,1
language,pelvan_agreement_lang_learning,0.17759740259740261,0.17416917204006357,0.0,0.6272727272727273,0.15454545454545454,14,4,0,0.2857142857142857,0.0,2.3248629576173565,0.49678868273389,0.7951120394047115,5.113431151241534,0.07755905943456858,False,0.07386363636363635,0.12196969696969696,0.3647727272727273,no_tier_diff,1
language,mixed_radix_number_lang_learning,0.23344155844155842,0.2520787668010763,0.0,0.8909090909090909,0.15454545454545454,14,5,0,0.35714285714285715,0.0,2.2988252450030506,0.4931119919853301,0.32621308138462135,1.7144379844961297,0.4243405372356158,False,0.1409090909090909,0.16893939393939394,0.42272727272727273,no_tier_diff,1
language,strevoklan_neg_lang_learning,0.2782142857142857,0.2612238171627182,0.0,0.75,0.1975,14,4,0,0.2857142857142857,0.0,2.610577243331642,0.48697739955399494,0.49445520174177005,2.7400525525525454,0.25410028265585066,False,0.1925,0.16416666666666668,0.535,no_tier_diff,1
language,dralven_tone_sandhi_lang_learning,0.3257653061224491,0.07289538026496153,0.1642857142857143,0.4357142857142857,0.3285714285714286,14,0,0,0.0,0.0,1.5216406363433181,0.3537957072274372,0.1686567695711948,2.0015989465763795,0.3675854489200866,False,0.2910714285714286,0.33095238095238094,0.3526785714285714,no_tier_diff,1
language,grelkan_suppletion_lang_learning,0.34500000000000003,0.15660459763365825,0.0,0.64,0.30000000000000004,14,1,0,0.07142857142857142,0.0,2.1820058147602133,0.2488156193372776,0.22757670028044039,3.8337028824833674,0.1470692902166307,False,0.335,0.2783333333333334,0.45500000000000007,no_tier_diff,1
language,vrelthan_rule_interaction_lang_learning,0.4008928571428572,0.12215186370302522,0.25,0.75,0.40625,14,0,0,0.0,0.0,1.4299111709758698,0.412323872107513,0.25465120831884963,0.09803921568627416,0.9521624596633158,False,0.38750000000000007,0.375,0.453125,no_tier_diff,1
language,drelvak_reduplication_lang_learning,0.4122448979591836,0.15126841192005241,0.19642857142857142,0.7,0.41785714285714287,14,0,0,0.0,0.0,2.502736171594004,0.38465493648774457,0.5170731432650089,3.3958793230316466,0.1830603019594912,False,0.28125,0.46547619047619054,0.46339285714285716,no_tier_diff,1
language,gwelthar_mirative_evidential_tone_lang_learning,0.47472527472527476,0.22818013844911894,0.0,0.9076923076923077,0.49615384615384617,14,1,0,0.07142857142857142,0.0,2.8962915290459277,0.29599234027572835,0.6194186623567044,1.2265051395007387,0.5415864534718293,False,0.3548076923076923,0.4846153846153846,0.5798076923076922,no_tier_diff,1
language,wukal_tones_lang_learning,0.4775974025974025,0.17841344841824133,0.2,0.8363636363636364,0.4727272727272727,14,0,0,0.0,0.0,2.2359263506290326,0.3406797752406971,0.6355990657348032,4.614420935412022,0.09953853058600866,False,0.34431818181818186,0.5454545454545454,0.5090909090909091,no_tier_diff,1
language,skovar_deletion_lang_learning,0.47946428571428573,0.3281307701144749,0.0,1.0,0.45,14,2,1,0.14285714285714285,0.07142857142857142,3.2359263506290326,0.38740013937532075,0.7835374557307493,3.9909140969162964,0.1359515035399311,False,0.21875,0.50625,0.7000000000000001,no_tier_diff,1
language,prentova_allomorphy_wugtest_lang_learning,0.5058673469387756,0.20046232616316095,0.18571428571428572,1.0,0.46785714285714286,14,0,1,0.0,0.07142857142857142,2.217021885879718,0.3711903890055859,0.5375657158460523,1.463219026548673,0.48113397503944466,False,0.3839285714285715,0.5577380952380953,0.55,no_tier_diff,1
language,trevkovan_gradation_lang_learning,0.5954081632653061,0.2648450664152499,0.2,1.0,0.5,14,0,3,0.0,0.21428571428571427,2.610577243331642,0.448170440210353,0.716930574708204,5.136621315192743,0.07666494943925084,False,0.35714285714285715,0.6309523809523809,0.7803571428571429,no_tier_diff,1
language,trenval_bleeding_lang_learning,0.5961538461538461,0.2283943735215418,0.16923076923076924,0.9076923076923077,0.5980769230769232,14,0,0,0.0,0.0,2.807354922057604,0.3780295102589818,0.6692845899597484,2.2013428991905846,0.3326476525634128,False,0.45288461538461544,0.6083333333333333,0.721153846153846,no_tier_diff,1
language,kophar_quantity_lang_learning,0.6127551020408164,0.150785807853599,0.4,0.75,0.6982142857142857,14,0,0,0.0,0.0,1.5744174271404585,0.5345294787671472,0.36996887380945864,3.632794457274825,0.16261054547731335,False,0.49642857142857144,0.6416666666666667,0.6857142857142857,no_tier_diff,1
language,vrendel_templatic_lang_learning,0.6448051948051948,0.28261751504060173,0.0,1.0,0.6636363636363636,14,1,3,0.07142857142857142,0.21428571428571427,2.6105772433316417,0.349961428501907,0.5719854563069622,2.307500000000001,0.31545160506583303,False,0.5784090909090909,0.5613636363636364,0.8363636363636363,no_tier_diff,1
language,skelth_allomorph_lang_learning,0.6920918367346938,0.28575630613011477,0.0,1.0,0.6767857142857143,14,1,4,0.07142857142857142,0.2857142857142857,2.4066663167406888,0.4116530842914114,0.5173332240866653,5.01651651651652,0.08140991086733262,False,0.5214285714285714,0.6583333333333333,0.9133928571428571,no_tier_diff,1
language,strelkov_ergative_lang_learning,0.7547619047619047,0.3174444440475992,0.0,1.0,0.9333333333333333,14,1,7,0.07142857142857142,0.5,2.260820318171659,0.5832230533515078,0.7743310927213529,7.406850459482045,0.024638987577387677,True,0.4166666666666667,0.8166666666666668,1.0,bimodal,1
language,drafnelt_switch_reference_lang_learning,0.8669642857142856,0.22137996298266038,0.3375,1.0,1.0,14,0,8,0.0,0.5714285714285714,1.4345491399952024,0.7240862799985722,0.7628734224256378,10.306306306306313,0.005781147115191144,True,0.559375,0.9833333333333334,1.0,bimodal,1
observational,symbolic_glyphpair_scoring_obs_learning,0.08928571428571429,0.15257149545209878,0.0,0.5,0.0,14,10,0,0.7142857142857143,0.0,1.0949143184120975,0.6583914747173341,0.169097876650745,6.787878787878786,0.03357614635848757,True,0.0,0.20833333333333334,0.0,bimodal,1
observational,register_machine_trace_obs_learning,0.125,0.26305214040457564,0.0,0.75,0.0,14,11,0,0.7857142857142857,0.0,0.9463729359854419,0.8062241697306951,0.75454717465811,8.75,0.012588142242433998,True,0.0,0.0,0.4375,bimodal,1
observational,linear_feedback_shift_register_obs_learning,0.19642857142857142,0.315925107374181,0.0,1.0,0.0,14,9,1,0.6428571428571429,0.07142857142857142,1.626688849701832,0.6776738730244256,0.7130235478473395,9.081836327345306,0.01066361111695718,True,0.0,0.08333333333333333,0.5625,bimodal,1
observational,singleton_gate_local_max_obs_learning,0.21428571428571427,0.18557687223952254,0.0,0.5,0.25,14,5,0,0.35714285714285715,0.0,1.5306189948485172,0.3937176996948795,0.5396441924134463,1.7303240740740806,0.42098333220855877,False,0.125,0.20833333333333334,0.3125,no_tier_diff,1
observational,affine_transform_chain_obs_learning,0.25,0.2672612419124244,0.0,0.75,0.125,14,7,0,0.5,0.0,1.5744174271404583,0.47342814371257486,0.41594174360330843,5.259454705365003,0.07209811691742087,False,0.0,0.2916666666666667,0.4375,no_tier_diff,1
observational,agglutinative_morphology_obs_learning,0.25,0.2834733547569204,0.0,1.0,0.25,14,6,1,0.42857142857142855,0.07142857142857142,1.7884504573082896,0.5037669810761107,0.8076076485086675,4.057163382594424,0.13152192762083623,False,0.0625,0.20833333333333334,0.5,no_tier_diff,1
observational,finite_state_transducer_obs_learning,0.26785714285714285,0.394881149776714,0.0,1.0,0.0,14,8,3,0.5714285714285714,0.21428571428571427,1.41379956460568,0.6897069285320316,0.8519777566649387,6.417929292929291,0.04039841827200011,True,0.0625,0.16666666666666666,0.625,bimodal,1
observational,grid_parity_path_obs_learning,0.30357142857142855,0.34302451271961687,0.0,1.0,0.25,14,6,2,0.42857142857142855,0.14285714285714285,1.877387064296613,0.5288529271016882,0.6657892164856277,1.129460665044611,0.5685134356723271,False,0.125,0.375,0.375,no_tier_diff,1
observational,lfu_cache_eviction_obs_learning,0.30357142857142855,0.3014632681452523,0.0,1.0,0.25,14,5,1,0.35714285714285715,0.07142857142857142,2.0670314951575843,0.45489292341165866,0.680306684994336,0.6909144893111618,0.7078965975196825,False,0.1875,0.3333333333333333,0.375,no_tier_diff,1
observational,flow_network_capacity_obs_learning,0.32142857142857145,0.23957871187497745,0.0,0.75,0.25,14,3,0,0.21428571428571427,0.0,1.877387064296613,0.37248217297609765,0.3872137580780829,0.16605839416058238,0.920324276046065,False,0.3125,0.3333333333333333,0.3125,no_tier_diff,1
observational,hidden_token_filter_obs_learning,0.3392857142857143,0.32192422102357043,0.0,1.0,0.25,14,4,1,0.2857142857142857,0.07142857142857142,1.7884504573082896,0.5004170085610423,0.8754335827683788,5.710180623973727,0.05755062337504195,False,0.0625,0.375,0.5625,no_tier_diff,1
observational,mealy_machine_output_obs_learning,0.375,0.26305214040457564,0.0,0.75,0.375,14,3,0,0.21428571428571427,0.0,1.9852281360342514,0.3787768849712899,0.6788458487267776,5.562548790007806,0.06195949616994438,False,0.1875,0.3333333333333333,0.625,no_tier_diff,1
observational,hidden_damping_physics_obs_learning,0.4107142857142857,0.373295445720837,0.0,1.0,0.25,14,4,3,0.2857142857142857,0.21428571428571427,2.1820058147602133,0.4700221428723715,0.8322732055368474,4.353488372093023,0.11341017262244349,False,0.125,0.4166666666666667,0.6875,no_tier_diff,1
observational,hidden_modal_logic_kripke_obs_learning,0.42857142857142855,0.25753937681885636,0.0,1.0,0.4375,14,2,1,0.14285714285714285,0.07142857142857142,2.610577243331642,0.27229455444723905,0.29641458817677524,3.5189825360668228,0.1721324108120525,False,0.25,0.5208333333333334,0.46875,no_tier_diff,1
observational,auction_mechanism_second_price_obs_learning,0.44642857142857145,0.28627177753359645,0.0,1.0,0.375,14,1,2,0.07142857142857142,0.14285714285714285,1.9852281360342512,0.43669160370290233,0.6525662430205895,1.2780154849225773,0.5278158935912638,False,0.375,0.375,0.625,no_tier_diff,1
observational,arithmetic_entropy_coding_obs_learning,0.5535714285714286,0.3800677973891565,0.0,1.0,0.5,14,3,5,0.21428571428571427,0.35714285714285715,1.8092000326978122,0.40351710208510094,0.7299960736181195,2.6358475263584817,0.2676905142926056,False,0.3125,0.5833333333333334,0.75,no_tier_diff,1
observational,syntax_tree_rewrite_obs_learning,0.5892857142857143,0.27721740529035754,0.25,1.0,0.5,14,0,3,0.0,0.21428571428571427,1.9852281360342514,0.41001224526064084,0.7111288076890043,5.254293520686959,0.07228441303938253,False,0.4375,0.5,0.875,no_tier_diff,1
observational,hidden_attribute_rule_obs_learning,0.6160714285714286,0.12012164327744387,0.375,0.75,0.625,14,0,0,0.0,0.0,1.8352377453121176,0.39835147523307646,0.2263038453041324,4.172791164658638,0.12413376034255745,False,0.5625,0.5833333333333334,0.71875,no_tier_diff,1
observational,phonological_alternation_harmony_obs_learning,0.7678571428571429,0.25815771955001715,0.25,1.0,0.875,14,0,7,0.0,0.5,1.6893917467430877,0.4832255911146167,0.5258143298277598,5.637242268041237,0.05968818800509922,False,0.5,0.875,0.875,no_tier_diff,1
observational,pushdown_automaton_inference_obs_learning,0.8392857142857143,0.17946206466287307,0.5,1.0,0.875,14,0,7,0.0,0.5,1.4315602842833155,0.4727781869876785,0.3688600437631041,1.3828262786596142,0.5008677727745117,False,0.75,0.875,0.875,no_tier_diff,1
observational,hidden_region_classifier_obs_learning,0.8452380952380952,0.1330992843749875,0.6666666666666666,1.0,0.8333333333333334,14,0,5,0.0,0.35714285714285715,1.5774062828523454,0.4201701951141798,0.10252713262569996,2.8969135802469146,0.23493255873704927,False,0.9166666666666666,0.7777777777777778,0.875,no_tier_diff,1
rl,affine_cipher_word_rf_learning,0.2933428571428571,0.3759895319862846,0.0,0.8,0.04,14,6,0,0.42857142857142855,0.0,1.1981174211304033,0.6141769984714944,0.20112569601408484,7.440578817733988,0.024226955335304414,True,0.41000000000000003,0.006666666666666667,0.6067,bimodal,1
rl,arithmetic_next_rf_learning,0.3588428571428571,0.35361093170376984,0.1,0.9333,0.15,14,0,0,0.0,0.0,0.863120568566631,0.6849540282957265,0.743000459514418,7.881851851851854,0.019430215473421875,True,0.11429999999999998,0.39186666666666664,0.55385,bimodal,1
rl,grid_nav_rf_learning,0.4760785714285714,0.42792985937045375,0.0,0.9801,0.4674,14,2,0,0.14285714285714285,0.0,1.924174352300441,0.5226668017633271,0.29903056966075836,0.9960448859455486,0.607731295452518,False,0.6582749999999999,0.49198333333333344,0.270025,no_tier_diff,1
rl,verbal_bandit_rf_learning,0.5464857142857144,0.37253466158417076,0.06,1.0,0.525,14,0,1,0.0,0.07142857142857142,2.0059777114237742,0.5208668102348706,0.1516476932018409,0.6283836040216547,0.7303789265771883,False,0.5461250000000001,0.6677166666666667,0.365,no_tier_diff,1
rl,crt_unique_rf_learning,0.5663142857142858,0.3708006623841034,0.2,1.0,0.5044,14,0,3,0.0,0.21428571428571427,1.4315602842833155,0.5229782796335685,0.238158368894323,0.555414551607445,0.7575185330663415,False,0.5833250000000001,0.5325166666666666,0.6,no_tier_diff,1
rl,battleship_two_ships_rf_learning,0.5948642857142856,0.4300118779209026,0.1,1.0,0.90155,14,0,3,0.0,0.21428571428571427,1.2958363892911637,0.554184241115602,0.25661757851449984,3.4718875502008086,0.1762337967057329,False,0.31797500000000006,0.5421833333333334,0.950775,no_tier_diff,1
rl,recurrence_second_order_rf_learning,0.6752071428571427,0.3792190988715885,0.05,1.0,0.92405,14,0,1,0.0,0.07142857142857142,1.1981174211304033,0.6017206794216403,0.6132846783575314,7.171275395033857,0.027718985664576826,True,0.35,0.6884666666666667,0.980525,bimodal,1
rl,chebyshev_point_rf_learning,0.6978928571428573,0.39276706558228947,0.1571,1.0,0.987,14,0,6,0.0,0.42857142857142855,0.9402859586706311,0.6143922865244904,0.6729425126516428,8.850677830940995,0.01197015374297017,True,0.16785,0.8513000000000001,0.997825,bimodal,1
rl,sum_product_xy_rf_learning,0.8183714285714286,0.32372177301894695,0.2,1.0,1.0,14,0,8,0.0,0.5714285714285714,0.74959525725948,0.7694459809494366,0.4681029803251544,6.969148451730419,0.030666812785585355,True,0.5809750000000001,0.85555,1.0,bimodal,1
